State,County,Uninsured adults
KY,Nicholas County,0.233
KY,Nicholas County,0.231
KY,Ohio County,0.217
KY,Ohio County,0.21
KY,Oldham County,0.131
KY,Oldham County,0.122
KY,Owen County,0.2
KY,Owen County,0.195
KY,Owsley County,0.238
KY,Owsley County,0.228
KY,Pendleton County,0.202
KY,Pendleton County,0.204
KY,Perry County,0.218
KY,Perry County,0.216
KY,Pike County,0.218
KY,Pike County,0.204
KY,Powell County,0.236
KY,Powell County,0.216
KY,Pulaski County,0.226
KY,Pulaski County,0.227
KY,Robertson County,0.238
KY,Robertson County,0.236
KY,Rockcastle County,0.242
KY,Rockcastle County,0.239
KY,Rowan County,0.245
KY,Rowan County,0.239
KY,Russell County,0.239
KY,Russell County,0.258
KY,Scott County,0.164
KY,Scott County,0.164
KY,Shelby County,0.203
KY,Shelby County,0.207
KY,Simpson County,0.206
KY,Simpson County,0.2
KY,Spencer County,0.175
KY,Spencer County,0.168
KY,Taylor County,0.236
KY,Taylor County,0.23
KY,Todd County,0.275
KY,Todd County,0.281
KY,Trigg County,0.231
KY,Trigg County,0.231
KY,Trimble County,0.201
KY,Trimble County,0.202
KY,Union County,0.216
KY,Union County,0.207
KY,Warren County,0.234
KY,Warren County,0.234
KY,Washington County,0.203
KY,Washington County,0.216
KY,Wayne County,0.243
KY,Wayne County,0.252
KY,Webster County,0.221
KY,Webster County,0.22
KY,Whitley County,0.223
KY,Whitley County,0.226
KY,Wolfe County,0.215
KY,Wolfe County,0.22
KY,Woodford County,0.193
KY,Woodford County,0.199
LA,Acadia Parish,0.269
LA,Acadia Parish,0.273
LA,Allen Parish,0.285
LA,Allen Parish,0.262
LA,Ascension Parish,0.197
LA,Ascension Parish,0.196
LA,Assumption Parish,0.238
LA,Assumption Parish,0.238
LA,Avoyelles Parish,0.282
LA,Avoyelles Parish,0.286
LA,Beauregard Parish,0.262
LA,Beauregard Parish,0.24
LA,Bienville Parish,0.257
LA,Bienville Parish,0.245
LA,Bossier Parish,0.236
LA,Bossier Parish,0.233
LA,Caddo Parish,0.275
LA,Caddo Parish,0.248
LA,Calcasieu Parish,0.253
LA,Calcasieu Parish,0.263
LA,Caldwell Parish,0.274
LA,Caldwell Parish,0.255
LA,Cameron Parish,0.234
LA,Cameron Parish,0.235
LA,Catahoula Parish,0.304
LA,Catahoula Parish,0.311
LA,Claiborne Parish,0.267
LA,Claiborne Parish,0.261
LA,Concordia Parish,0.297
LA,Concordia Parish,0.29
LA,De Soto Parish,0.252
LA,De Soto Parish,0.236
LA,East Baton Rouge Parish,0.222
LA,East Baton Rouge Parish,0.218
LA,East Carroll Parish,0.29
LA,East Carroll Parish,0.298
LA,East Feliciana Parish,0.245
LA,East Feliciana Parish,0.224
LA,Evangeline Parish,0.239
LA,Evangeline Parish,0.248
LA,Franklin Parish,0.311
LA,Franklin Parish,0.308
LA,Grant Parish,0.265
LA,Grant Parish,0.259
LA,Iberia Parish,0.276
LA,Iberia Parish,0.253
LA,Iberville Parish,0.224
LA,Iberville Parish,0.234
LA,Jackson Parish,0.254
LA,Jackson Parish,0.251
LA,Jefferson Davis Parish,0.267
LA,Jefferson Davis Parish,0.252
LA,Jefferson Parish,0.278
LA,Jefferson Parish,0.262
LA,La Salle Parish,0.259
LA,La Salle Parish,0.241
LA,Lafayette Parish,0.254
LA,Lafayette Parish,0.245
LA,Lafourche Parish,0.264
LA,Lafourche Parish,0.268
LA,Lincoln Parish,0.293
LA,Lincoln Parish,0.294
LA,Livingston Parish,0.24
LA,Livingston Parish,0.242
LA,Madison Parish,0.284
LA,Madison Parish,0.287
LA,Morehouse Parish,0.292
LA,Morehouse Parish,0.286
LA,Natchitoches Parish,0.29
LA,Natchitoches Parish,0.261
LA,Orleans Parish,0.286
LA,Orleans Parish,0.263
LA,Ouachita Parish,0.28
LA,Ouachita Parish,0.265
LA,Plaquemines Parish,0.215
LA,Plaquemines Parish,0.238
LA,Pointe Coupee Parish,0.249
LA,Pointe Coupee Parish,0.265
LA,Rapides Parish,0.272
LA,Rapides Parish,0.254
LA,Red River Parish,0.27
LA,Red River Parish,0.268
LA,Richland Parish,0.296
LA,Richland Parish,0.289
LA,Sabine Parish,0.317
LA,Sabine Parish,0.291
LA,St. Bernard Parish,0.291
LA,St. Bernard Parish,0.274
LA,St. Charles Parish,0.194
LA,St. Charles Parish,0.206
LA,St. Helena Parish,0.301
LA,St. Helena Parish,0.279
LA,St. James Parish,0.198
LA,St. James Parish,0.192
LA,St. John the Baptist Parish,0.238
LA,St. John the Baptist Parish,0.23
LA,St. Landry Parish,0.254
LA,St. Landry Parish,0.249
LA,St. Martin Parish,0.268
LA,St. Martin Parish,0.258
LA,St. Mary Parish,0.302
LA,St. Mary Parish,0.309
LA,St. Tammany Parish,0.206
LA,St. Tammany Parish,0.218
LA,Tangipahoa Parish,0.266
LA,Tangipahoa Parish,0.271
LA,Tensas Parish,0.308
LA,Tensas Parish,0.29
LA,Terrebonne Parish,0.279
LA,Terrebonne Parish,0.277
LA,Union Parish,0.266
LA,Union Parish,0.258
LA,Vermilion Parish,0.266
LA,Vermilion Parish,0.268
LA,Vernon Parish,0.246
LA,Vernon Parish,0.243
LA,Washington Parish,0.296
LA,Washington Parish,0.266
LA,Webster Parish,0.263
LA,Webster Parish,0.266
LA,West Baton Rouge Parish,0.226
LA,West Baton Rouge Parish,0.211
LA,West Carroll Parish,0.302
LA,West Carroll Parish,0.3
LA,West Feliciana Parish,0.214
LA,West Feliciana Parish,0.21
LA,Winn Parish,0.276
LA,Winn Parish,0.267
MA,Barnstable County,0.07
MA,Barnstable County,0.057
MA,Berkshire County,0.057
MA,Berkshire County,0.053
MA,Bristol County,0.064
MA,Bristol County,0.064
MA,Dukes County,0.085
MA,Dukes County,0.07
MA,Essex County,0.067
MA,Essex County,0.061
MA,Franklin County,0.06
MA,Franklin County,0.049
MA,Hampden County,0.071
MA,Hampden County,0.062
MA,Hampshire County,0.055
MA,Hampshire County,0.051
MA,Middlesex County,0.054
MA,Middlesex County,0.05
MA,Nantucket County,0.092
MA,Nantucket County,0.077
MA,Norfolk County,0.039
MA,Norfolk County,0.036
MA,Plymouth County,0.053
MA,Plymouth County,0.049
MA,Suffolk County,0.076
MA,Suffolk County,0.071
MA,Worcester County,0.057
MA,Worcester County,0.059
MD,Allegany County,0.145
MD,Allegany County,0.137
MD,Anne Arundel County,0.11
MD,Anne Arundel County,0.116
MD,Baltimore County,0.132
MD,Baltimore County,0.131
MD,Baltimore city,0.182
MD,Baltimore city,0.167
MD,Calvert County,0.095
MD,Calvert County,0.097
MD,Caroline County,0.181
MD,Caroline County,0.17
MD,Carroll County,0.097
MD,Carroll County,0.104
MD,Cecil County,0.125
MD,Cecil County,0.14
MD,Charles County,0.109
MD,Charles County,0.106
MD,Dorchester County,0.171
MD,Dorchester County,0.157
MD,Frederick County,0.121
MD,Frederick County,0.114
MD,Garrett County,0.17
MD,Garrett County,0.159
MD,Harford County,0.106
MD,Harford County,0.105
MD,Howard County,0.097
MD,Howard County,0.088
MD,Kent County,0.165
MD,Kent County,0.156
MD,Montgomery County,0.156
MD,Montgomery County,0.16
MD,Prince George's County,0.197
MD,Prince George's County,0.203
MD,Queen Anne's County,0.122
MD,Queen Anne's County,0.118
MD,Somerset County,0.172
MD,Somerset County,0.182
MD,St. Mary's County,0.112
MD,St. Mary's County,0.106
MD,Talbot County,0.16
MD,Talbot County,0.156
MD,Washington County,0.147
MD,Washington County,0.147
MD,Wicomico County,0.173
MD,Wicomico County,0.18
MD,Worcester County,0.166
MD,Worcester County,0.159
ME,Androscoggin County,0.145
ME,Androscoggin County,0.144
ME,Aroostook County,0.179
ME,Aroostook County,0.175
ME,Cumberland County,0.136
ME,Cumberland County,0.133
ME,Franklin County,0.172
ME,Franklin County,0.163
ME,Hancock County,0.181
ME,Hancock County,0.174
ME,Kennebec County,0.14
ME,Kennebec County,0.138
ME,Knox County,0.159
ME,Knox County,0.178
ME,Lincoln County,0.175
ME,Lincoln County,0.165
ME,Oxford County,0.169
ME,Oxford County,0.163
ME,Penobscot County,0.165
ME,Penobscot County,0.15
ME,Piscataquis County,0.176
ME,Piscataquis County,0.169
ME,Sagadahoc County,0.136
ME,Sagadahoc County,0.128
ME,Somerset County,0.168
ME,Somerset County,0.166
ME,Waldo County,0.167
ME,Waldo County,0.172
ME,Washington County,0.215
ME,Washington County,0.202
ME,York County,0.14
ME,York County,0.134
MI,Alcona County,0.21
MI,Alcona County,0.199
MI,Alger County,0.191
MI,Alger County,0.191
MI,Allegan County,0.171
MI,Allegan County,0.17
MI,Alpena County,0.18
MI,Alpena County,0.18
MI,Antrim County,0.197
MI,Antrim County,0.194
MI,Arenac County,0.187
MI,Arenac County,0.19
MI,Baraga County,0.202
MI,Baraga County,0.196
MI,Barry County,0.155
MI,Barry County,0.143
MI,Bay County,0.165
MI,Bay County,0.152
MI,Benzie County,0.2
MI,Benzie County,0.203
MI,Berrien County,0.203
MI,Berrien County,0.197
MI,Branch County,0.186
MI,Branch County,0.189
MI,Calhoun County,0.182
MI,Calhoun County,0.175
MI,Cass County,0.18
MI,Cass County,0.186
MI,Charlevoix County,0.183
MI,Charlevoix County,0.175
MI,Cheboygan County,0.208
MI,Cheboygan County,0.206
MI,Chippewa County,0.21
MI,Chippewa County,0.203
MI,Clare County,0.196
MI,Clare County,0.196
MI,Clinton County,0.132
MI,Clinton County,0.127
MI,Crawford County,0.175
MI,Crawford County,0.174
MI,Delta County,0.183
MI,Delta County,0.172
MI,Dickinson County,0.146
MI,Dickinson County,0.142
MI,Eaton County,0.14
MI,Eaton County,0.135
MI,Emmet County,0.183
MI,Emmet County,0.18
MI,Genesee County,0.156
MI,Genesee County,0.158
MI,Gladwin County,0.186
MI,Gladwin County,0.187
MI,Gogebic County,0.194
MI,Gogebic County,0.187
MI,Grand Traverse County,0.179
MI,Grand Traverse County,0.167
MI,Gratiot County,0.172
MI,Gratiot County,0.156
MI,Hillsdale County,0.18
MI,Hillsdale County,0.187
MI,Houghton County,0.19
MI,Houghton County,0.194
MI,Huron County,0.182
MI,Huron County,0.177
MI,Ingham County,0.156
MI,Ingham County,0.155
MI,Ionia County,0.172
MI,Ionia County,0.162
MI,Iosco County,0.192
MI,Iosco County,0.197
MI,Iron County,0.188
MI,Iron County,0.176
MI,Isabella County,0.192
MI,Isabella County,0.192
MI,Jackson County,0.162
MI,Jackson County,0.158
MI,Kalamazoo County,0.162
MI,Kalamazoo County,0.146
MI,Kalkaska County,0.201
MI,Kalkaska County,0.188
MI,Kent County,0.165
MI,Kent County,0.161
MI,Lake County,0.217
MI,Lake County,0.215
MI,Lapeer County,0.168
MI,Lapeer County,0.161
MI,Leelanau County,0.189
MI,Leelanau County,0.187
MI,Lenawee County,0.153
MI,Lenawee County,0.158
MI,Livingston County,0.129
MI,Livingston County,0.113
MI,Luce County,0.202
MI,Luce County,0.179
MI,Mackinac County,0.247
MI,Mackinac County,0.231
MI,Macomb County,0.175
MI,Macomb County,0.17
MI,Manistee County,0.189
MI,Manistee County,0.183
MI,Marquette County,0.167
MI,Marquette County,0.153
MI,Mason County,0.182
MI,Mason County,0.182
MI,Mecosta County,0.203
MI,Mecosta County,0.183
MI,Menominee County,0.184
MI,Menominee County,0.178
MI,Midland County,0.134
MI,Midland County,0.141
MI,Missaukee County,0.199
MI,Missaukee County,0.193
MI,Monroe County,0.127
MI,Monroe County,0.138
MI,Montcalm County,0.184
MI,Montcalm County,0.186
MI,Montmorency County,0.203
MI,Montmorency County,0.198
MI,Muskegon County,0.175
MI,Muskegon County,0.171
MI,Newaygo County,0.2
MI,Newaygo County,0.187
MI,Oakland County,0.142
MI,Oakland County,0.143
MI,Oceana County,0.244
MI,Oceana County,0.241
MI,Ogemaw County,0.192
MI,Ogemaw County,0.187
MI,Ontonagon County,0.193
MI,Ontonagon County,0.179
MI,Osceola County,0.182
MI,Osceola County,0.188
MI,Oscoda County,0.209
MI,Oscoda County,0.22
MI,Otsego County,0.176
MI,Otsego County,0.164
MI,Ottawa County,0.153
MI,Ottawa County,0.138
MI,Presque Isle County,0.195
MI,Presque Isle County,0.181
MI,Roscommon County,0.18
MI,Roscommon County,0.194
MI,Saginaw County,0.153
MI,Saginaw County,0.155
MI,Sanilac County,0.199
MI,Sanilac County,0.187
MI,Schoolcraft County,0.207
MI,Schoolcraft County,0.192
MI,Shiawassee County,0.167
MI,Shiawassee County,0.16
MI,St. Clair County,0.162
MI,St. Clair County,0.168
MI,St. Joseph County,0.195
MI,St. Joseph County,0.189
MI,Tuscola County,0.184
MI,Tuscola County,0.165
MI,Van Buren County,0.195
MI,Van Buren County,0.205
MI,Washtenaw County,0.116
MI,Washtenaw County,0.124
MI,Wayne County,0.215
MI,Wayne County,0.21
MI,Wexford County,0.172
MI,Wexford County,0.17
MN,Aitkin County,0.149
MN,Aitkin County,0.137
MN,Anoka County,0.107
MN,Anoka County,0.097
MN,Becker County,0.144
MN,Becker County,0.137
MN,Beltrami County,0.176
MN,Beltrami County,0.16
MN,Benton County,0.119
MN,Benton County,0.097
MN,Big Stone County,0.123
MN,Big Stone County,0.115
MN,Blue Earth County,0.116
MN,Blue Earth County,0.108
MN,Brown County,0.099
MN,Brown County,0.096
MN,Carlton County,0.126
MN,Carlton County,0.111
MN,Carver County,0.075
MN,Carver County,0.068
MN,Cass County,0.157
MN,Cass County,0.152
MN,Chippewa County,0.12
MN,Chippewa County,0.124
MN,Chisago County,0.099
MN,Chisago County,0.092
MN,Clay County,0.103
MN,Clay County,0.093
MN,Clearwater County,0.173
MN,Clearwater County,0.151
MN,Cook County,0.14
MN,Cook County,0.14
MN,Cottonwood County,0.129
MN,Cottonwood County,0.118
MN,Crow Wing County,0.123
MN,Crow Wing County,0.118
MN,Dakota County,0.1
MN,Dakota County,0.091
MN,Dodge County,0.104
MN,Dodge County,0.092
MN,Douglas County,0.112
MN,Douglas County,0.103
MN,Faribault County,0.131
MN,Faribault County,0.11
MN,Fillmore County,0.134
MN,Fillmore County,0.128
MN,Freeborn County,0.126
MN,Freeborn County,0.121
MN,Goodhue County,0.114
MN,Goodhue County,0.098
MN,Grant County,0.125
MN,Grant County,0.111
MN,Hennepin County,0.126
MN,Hennepin County,0.114
MN,Houston County,0.104
MN,Houston County,0.099
MN,Hubbard County,0.135
MN,Hubbard County,0.132
MN,Isanti County,0.111
MN,Isanti County,0.109
MN,Itasca County,0.13
MN,Itasca County,0.121
MN,Jackson County,0.112
MN,Jackson County,0.096
MN,Kanabec County,0.131
MN,Kanabec County,0.119
MN,Kandiyohi County,0.126
MN,Kandiyohi County,0.123
MN,Kittson County,0.109
MN,Kittson County,0.102
MN,Koochiching County,0.137
MN,Koochiching County,0.133
MN,Lac qui Parle County,0.107
MN,Lac qui Parle County,0.099
MN,Lake County,0.113
MN,Lake County,0.099
MN,Lake of the Woods County,0.15
MN,Lake of the Woods County,0.123
MN,Le Sueur County,0.111
MN,Le Sueur County,0.106
MN,Lincoln County,0.125
MN,Lincoln County,0.114
MN,Lyon County,0.121
MN,Lyon County,0.111
MN,Mahnomen County,0.171
MN,Mahnomen County,0.164
MN,Marshall County,0.124
MN,Marshall County,0.118
MN,Martin County,0.113
MN,Martin County,0.107
MN,McLeod County,0.109
MN,McLeod County,0.103
MN,Meeker County,0.128
MN,Meeker County,0.111
MN,Mille Lacs County,0.146
MN,Mille Lacs County,0.124
MN,Morrison County,0.139
MN,Morrison County,0.123
MN,Mower County,0.142
MN,Mower County,0.138
MN,Murray County,0.122
MN,Murray County,0.107
MN,Nicollet County,0.093
MN,Nicollet County,0.078
MN,Nobles County,0.191
MN,Nobles County,0.176
MN,Norman County,0.132
MN,Norman County,0.119
MN,Olmsted County,0.097
MN,Olmsted County,0.09
MN,Otter Tail County,0.117
MN,Otter Tail County,0.115
MN,Pennington County,0.107
MN,Pennington County,0.11
MN,Pine County,0.141
MN,Pine County,0.128
MN,Pipestone County,0.15
MN,Pipestone County,0.13
MN,Polk County,0.123
MN,Polk County,0.106
MN,Pope County,0.111
MN,Pope County,0.105
MN,Ramsey County,0.139
MN,Ramsey County,0.133
MN,Red Lake County,0.143
MN,Red Lake County,0.13
MN,Redwood County,0.133
MN,Redwood County,0.129
MN,Renville County,0.121
MN,Renville County,0.115
MN,Rice County,0.12
MN,Rice County,0.118
MN,Rock County,0.117
MN,Rock County,0.099
MN,Roseau County,0.113
MN,Roseau County,0.1
MN,Scott County,0.091
MN,Scott County,0.084
MN,Sherburne County,0.1
MN,Sherburne County,0.094
MN,Sibley County,0.127
MN,Sibley County,0.119
MN,St. Louis County,0.113
MN,St. Louis County,0.1
MN,Stearns County,0.122
MN,Stearns County,0.101
MN,Steele County,0.102
MN,Steele County,0.093
MN,Stevens County,0.115
MN,Stevens County,0.101
MN,Swift County,0.113
MN,Swift County,0.1
MN,Todd County,0.162
MN,Todd County,0.15
MN,Traverse County,0.147
MN,Traverse County,0.137
MN,Wabasha County,0.105
MN,Wabasha County,0.099
MN,Wadena County,0.138
MN,Wadena County,0.118
MN,Waseca County,0.113
MN,Waseca County,0.101
MN,Washington County,0.075
MN,Washington County,0.071
MN,Watonwan County,0.175
MN,Watonwan County,0.173
MN,Wilkin County,0.109
MN,Wilkin County,0.097
MN,Winona County,0.118
MN,Winona County,0.116
MN,Wright County,0.099
MN,Wright County,0.089
MN,Yellow Medicine County,0.116
MN,Yellow Medicine County,0.112
MO,Adair County,0.215
MO,Adair County,0.211
MO,Andrew County,0.174
MO,Andrew County,0.154
MO,Atchison County,0.181
MO,Atchison County,0.186
MO,Audrain County,0.231
MO,Audrain County,0.223
MO,Barry County,0.251
MO,Barry County,0.259
MO,Barton County,0.238
MO,Barton County,0.233
MO,Bates County,0.219
MO,Bates County,0.237
MO,Benton County,0.239
MO,Benton County,0.236
MO,Bollinger County,0.235
MO,Bollinger County,0.217
MO,Boone County,0.171
MO,Boone County,0.168
MO,Buchanan County,0.203
MO,Buchanan County,0.211
MO,Butler County,0.222
MO,Butler County,0.209
MO,Caldwell County,0.224
MO,Caldwell County,0.204
MO,Callaway County,0.173
MO,Callaway County,0.179
MO,Camden County,0.221
MO,Camden County,0.233
MO,Cape Girardeau County,0.175
MO,Cape Girardeau County,0.174
MO,Carroll County,0.197
MO,Carroll County,0.205
MO,Carter County,0.27
MO,Carter County,0.261
MO,Cass County,0.165
MO,Cass County,0.159
MO,Cedar County,0.25
MO,Cedar County,0.242
MO,Chariton County,0.195
MO,Chariton County,0.198
MO,Christian County,0.209
MO,Christian County,0.184
MO,Clark County,0.235
MO,Clark County,0.224
MO,Clay County,0.158
MO,Clay County,0.158
MO,Clinton County,0.189
MO,Clinton County,0.183
MO,Cole County,0.15
MO,Cole County,0.151
MO,Cooper County,0.196
MO,Cooper County,0.193
MO,Crawford County,0.225
MO,Crawford County,0.231
MO,Dade County,0.254
MO,Dade County,0.244
MO,Dallas County,0.239
MO,Dallas County,0.246
MO,Daviess County,0.257
MO,Daviess County,0.249
MO,DeKalb County,0.188
MO,DeKalb County,0.186
MO,Dent County,0.236
MO,Dent County,0.245
MO,Douglas County,0.257
MO,Douglas County,0.253
MO,Dunklin County,0.229
MO,Dunklin County,0.231
MO,Franklin County,0.185
MO,Franklin County,0.184
MO,Gasconade County,0.224
MO,Gasconade County,0.21
MO,Gentry County,0.256
MO,Gentry County,0.24
MO,Greene County,0.207
MO,Greene County,0.213
MO,Grundy County,0.217
MO,Grundy County,0.225
MO,Harrison County,0.237
MO,Harrison County,0.235
MO,Henry County,0.22
MO,Henry County,0.205
MO,Hickory County,0.287
MO,Hickory County,0.283
MO,Holt County,0.222
MO,Holt County,0.208
MO,Howard County,0.195
MO,Howard County,0.197
MO,Howell County,0.234
MO,Howell County,0.225
MO,Iron County,0.235
MO,Iron County,0.229
MO,Jackson County,0.223
MO,Jackson County,0.214
MO,Jasper County,0.248
MO,Jasper County,0.253
MO,Jefferson County,0.158
MO,Jefferson County,0.172
MO,Johnson County,0.193
MO,Johnson County,0.172
MO,Knox County,0.283
MO,Knox County,0.289
MO,Laclede County,0.231
MO,Laclede County,0.234
MO,Lafayette County,0.186
MO,Lafayette County,0.181
MO,Lawrence County,0.248
MO,Lawrence County,0.241
MO,Lewis County,0.207
MO,Lewis County,0.206
MO,Lincoln County,0.188
MO,Lincoln County,0.19
MO,Linn County,0.199
MO,Linn County,0.206
MO,Livingston County,0.198
MO,Livingston County,0.197
MO,Macon County,0.22
MO,Macon County,0.219
MO,Madison County,0.239
MO,Madison County,0.231
MO,Maries County,0.246
MO,Maries County,0.217
MO,Marion County,0.193
MO,Marion County,0.193
MO,McDonald County,0.309
MO,McDonald County,0.303
MO,Mercer County,0.245
MO,Mercer County,0.232
MO,Miller County,0.249
MO,Miller County,0.234
MO,Mississippi County,0.245
MO,Mississippi County,0.23
MO,Moniteau County,0.238
MO,Moniteau County,0.222
MO,Monroe County,0.223
MO,Monroe County,0.231
MO,Montgomery County,0.242
MO,Montgomery County,0.215
MO,Morgan County,0.266
MO,Morgan County,0.271
MO,New Madrid County,0.208
MO,New Madrid County,0.206
MO,Newton County,0.24
MO,Newton County,0.263
MO,Nodaway County,0.177
MO,Nodaway County,0.168
MO,Oregon County,0.269
MO,Oregon County,0.257
MO,Osage County,0.196
MO,Osage County,0.183
MO,Ozark County,0.277
MO,Ozark County,0.278
MO,Pemiscot County,0.201
MO,Pemiscot County,0.187
MO,Perry County,0.19
MO,Perry County,0.188
MO,Pettis County,0.242
MO,Pettis County,0.247
MO,Phelps County,0.214
MO,Phelps County,0.212
MO,Pike County,0.218
MO,Pike County,0.229
MO,Platte County,0.125
MO,Platte County,0.125
MO,Polk County,0.236
MO,Polk County,0.215
MO,Pulaski County,0.212
MO,Pulaski County,0.197
MO,Putnam County,0.237
MO,Putnam County,0.249
MO,Ralls County,0.188
MO,Ralls County,0.189
MO,Randolph County,0.213
MO,Randolph County,0.204
MO,Ray County,0.177
MO,Ray County,0.174
MO,Reynolds County,0.236
MO,Reynolds County,0.243
MO,Ripley County,0.249
MO,Ripley County,0.252
MO,Saline County,0.218
MO,Saline County,0.211
MO,Schuyler County,0.256
MO,Schuyler County,0.272
MO,Scotland County,0.27
MO,Scotland County,0.27
MO,Scott County,0.201
MO,Scott County,0.202
MO,Shannon County,0.265
MO,Shannon County,0.271
MO,Shelby County,0.219
MO,Shelby County,0.22
MO,St. Charles County,0.12
MO,St. Charles County,0.121
MO,St. Clair County,0.236
MO,St. Clair County,0.235
MO,St. Francois County,0.195
MO,St. Francois County,0.208
MO,St. Louis County,0.156
MO,St. Louis County,0.151
MO,St. Louis city,0.249
MO,St. Louis city,0.234
MO,Ste. Genevieve County,0.184
MO,Ste. Genevieve County,0.169
MO,Stoddard County,0.219
MO,Stoddard County,0.211
MO,Stone County,0.253
MO,Stone County,0.251
MO,Sullivan County,0.26
MO,Sullivan County,0.252
MO,Taney County,0.266
MO,Taney County,0.269
MO,Texas County,0.245
MO,Texas County,0.255
MO,Vernon County,0.228
MO,Vernon County,0.237
MO,Warren County,0.178
MO,Warren County,0.196
MO,Washington County,0.224
MO,Washington County,0.22
MO,Wayne County,0.247
MO,Wayne County,0.236
MO,Webster County,0.268
MO,Webster County,0.235
MO,Worth County,0.241
MO,Wright County,0.261
MO,Wright County,0.258
MS,Adams County,0.272
MS,Adams County,0.256
MS,Alcorn County,0.259
MS,Alcorn County,0.241
MS,Amite County,0.292
MS,Amite County,0.28
MS,Attala County,0.275
MS,Attala County,0.257
MS,Benton County,0.279
MS,Benton County,0.268
MS,Bolivar County,0.257
MS,Bolivar County,0.247
MS,Calhoun County,0.308
MS,Calhoun County,0.292
MS,Carroll County,0.277
MS,Carroll County,0.273
MS,Chickasaw County,0.287
MS,Chickasaw County,0.267
MS,Choctaw County,0.263
MS,Choctaw County,0.241
MS,Claiborne County,0.27
MS,Claiborne County,0.254
MS,Clarke County,0.275
MS,Clarke County,0.25
MS,Clay County,0.275
MS,Clay County,0.258
MS,Coahoma County,0.256
MS,Coahoma County,0.26
MS,Copiah County,0.271
MS,Copiah County,0.248
MS,Covington County,0.283
MS,Covington County,0.275
MS,DeSoto County,0.215
MS,DeSoto County,0.201
MS,Forrest County,0.265
MS,Forrest County,0.259
MS,Franklin County,0.264
MS,Franklin County,0.252
MS,George County,0.266
MS,George County,0.256
MS,Greene County,0.268
MS,Greene County,0.275
MS,Grenada County,0.242
MS,Grenada County,0.235
MS,Hancock County,0.284
MS,Hancock County,0.263
MS,Harrison County,0.282
MS,Harrison County,0.265
MS,Hinds County,0.258
MS,Hinds County,0.263
MS,Holmes County,0.287
MS,Holmes County,0.269
MS,Humphreys County,0.287
MS,Humphreys County,0.287
MS,Issaquena County,0.266
MS,Itawamba County,0.243
MS,Itawamba County,0.247
MS,Jackson County,0.248
MS,Jackson County,0.245
MS,Jasper County,0.251
MS,Jasper County,0.264
MS,Jefferson County,0.282
MS,Jefferson County,0.263
MS,Jefferson Davis County,0.286
MS,Jefferson Davis County,0.283
MS,Jones County,0.29
MS,Jones County,0.283
MS,Kemper County,0.312
MS,Kemper County,0.301
MS,Lafayette County,0.264
MS,Lafayette County,0.246
MS,Lamar County,0.237
MS,Lamar County,0.228
MS,Lauderdale County,0.245
MS,Lauderdale County,0.231
MS,Lawrence County,0.258
MS,Lawrence County,0.236
MS,Leake County,0.318
MS,Leake County,0.31
MS,Lee County,0.22
MS,Lee County,0.228
MS,Leflore County,0.302
MS,Leflore County,0.293
MS,Lincoln County,0.26
MS,Lincoln County,0.231
MS,Lowndes County,0.244
MS,Lowndes County,0.237
MS,Madison County,0.183
MS,Madison County,0.179
MS,Marion County,0.288
MS,Marion County,0.263
MS,Marshall County,0.287
MS,Marshall County,0.28
MS,Monroe County,0.256
MS,Monroe County,0.258
MS,Montgomery County,0.254
MS,Montgomery County,0.249
MS,Neshoba County,0.309
MS,Neshoba County,0.316
MS,Newton County,0.279
MS,Newton County,0.263
MS,Noxubee County,0.337
MS,Noxubee County,0.34
MS,Oktibbeha County,0.245
MS,Oktibbeha County,0.241
MS,Panola County,0.266
MS,Panola County,0.266
MS,Pearl River County,0.279
MS,Pearl River County,0.263
MS,Perry County,0.269
MS,Perry County,0.259
MS,Pike County,0.262
MS,Pike County,0.267
MS,Pontotoc County,0.289
MS,Pontotoc County,0.287
MS,Prentiss County,0.258
MS,Prentiss County,0.256
MS,Quitman County,0.289
MS,Quitman County,0.283
MS,Rankin County,0.196
MS,Rankin County,0.184
MS,Scott County,0.343
MS,Scott County,0.329
MS,Sharkey County,0.259
MS,Sharkey County,0.265
MS,Simpson County,0.268
MS,Simpson County,0.269
MS,Smith County,0.278
MS,Smith County,0.25
MS,Stone County,0.268
MS,Stone County,0.256
MS,Sunflower County,0.286
MS,Sunflower County,0.276
MS,Tallahatchie County,0.28
MS,Tallahatchie County,0.273
MS,Tate County,0.258
MS,Tate County,0.244
MS,Tippah County,0.286
MS,Tippah County,0.264
MS,Tishomingo County,0.278
MS,Tishomingo County,0.267
MS,Tunica County,0.238
MS,Tunica County,0.249
MS,Union County,0.294
MS,Union County,0.282
MS,Walthall County,0.306
MS,Walthall County,0.291
MS,Warren County,0.231
MS,Warren County,0.229
MS,Washington County,0.268
MS,Washington County,0.273
MS,Wayne County,0.28
MS,Wayne County,0.257
MS,Webster County,0.265
MS,Webster County,0.259
MS,Wilkinson County,0.27
MS,Wilkinson County,0.248
MS,Winston County,0.288
MS,Winston County,0.26
MS,Yalobusha County,0.258
MS,Yalobusha County,0.248
MS,Yazoo County,0.266
MS,Yazoo County,0.26
MT,Beaverhead County,0.283
MT,Beaverhead County,0.284
MT,Big Horn County,0.381
MT,Big Horn County,0.382
MT,Blaine County,0.368
MT,Blaine County,0.388
MT,Broadwater County,0.254
MT,Broadwater County,0.256
