State,County,Uninsured adults
AK,Aleutians West Census Area,0.374
AK,Aleutians West Census Area,0.314
AK,Anchorage Borough,0.218
AK,Anchorage Borough,0.227
AK,Bethel Census Area,0.394
AK,Bethel Census Area,0.389
AK,Dillingham Census Area,0.384
AK,Dillingham Census Area,0.367
AK,Fairbanks North Star Borough,0.251
AK,Fairbanks North Star Borough,0.247
AK,Haines Borough,0.317
AK,Haines Borough,0.346
AK,Juneau Borough,0.236
AK,Juneau Borough,0.216
AK,Kenai Peninsula Borough,0.268
AK,Kenai Peninsula Borough,0.278
AK,Ketchikan Gateway Borough,0.304
AK,Ketchikan Gateway Borough,0.284
AK,Kodiak Island Borough,0.349
AK,Kodiak Island Borough,0.32
AK,Lake and Peninsula Borough,0.434
AK,Lake and Peninsula Borough,0.406
AK,Matanuska-Susitna Borough,0.266
AK,Matanuska-Susitna Borough,0.254
AK,Nome Census Area,0.373
AK,Nome Census Area,0.366
AK,North Slope Borough,0.28
AK,North Slope Borough,0.295
AK,Northwest Arctic Borough,0.384
AK,Northwest Arctic Borough,0.394
AK,Prince of Wales-Outer Ketchikan Census Area,0.379
AK,Prince of Wales-Outer Ketchikan Census Area,0.363
AK,Sitka Borough,0.293
AK,Sitka Borough,0.292
AK,Skagway-Hoonah-Angoon Census Area,0.334
AK,Skagway-Hoonah-Angoon Census Area,0.343
AK,Southeast Fairbanks Census Area,0.323
AK,Southeast Fairbanks Census Area,0.345
AK,Valdez-Cordova Census Area,0.281
AK,Valdez-Cordova Census Area,0.283
AK,Wade Hampton Census Area,0.441
AK,Wade Hampton Census Area,0.433
AK,Wrangell-Petersburg Census Area,0.29
AK,Wrangell-Petersburg Census Area,0.285
AK,Yukon-Koyukuk Census Area,0.45
AK,Yukon-Koyukuk Census Area,0.448
AL,Autauga County,0.18
AL,Autauga County,0.169
AL,Baldwin County,0.209
AL,Baldwin County,0.199
AL,Barbour County,0.242
AL,Barbour County,0.228
AL,Bibb County,0.2
AL,Bibb County,0.193
AL,Blount County,0.227
AL,Blount County,0.233
AL,Bullock County,0.208
AL,Bullock County,0.232
AL,Butler County,0.21
AL,Butler County,0.216
AL,Calhoun County,0.213
AL,Calhoun County,0.197
AL,Chambers County,0.228
AL,Chambers County,0.205
AL,Cherokee County,0.214
AL,Cherokee County,0.209
AL,Chilton County,0.254
AL,Chilton County,0.245
AL,Choctaw County,0.219
AL,Choctaw County,0.204
AL,Clarke County,0.236
AL,Clarke County,0.221
AL,Clay County,0.238
AL,Clay County,0.238
AL,Cleburne County,0.211
AL,Cleburne County,0.204
AL,Coffee County,0.219
AL,Coffee County,0.205
AL,Colbert County,0.188
AL,Colbert County,0.181
AL,Conecuh County,0.24
AL,Conecuh County,0.233
AL,Coosa County,0.195
AL,Coosa County,0.202
AL,Covington County,0.225
AL,Covington County,0.223
AL,Crenshaw County,0.236
AL,Crenshaw County,0.21
AL,Cullman County,0.225
AL,Cullman County,0.23
AL,Dale County,0.199
AL,Dale County,0.192
AL,Dallas County,0.21
AL,Dallas County,0.194
AL,DeKalb County,0.29
AL,DeKalb County,0.282
AL,Elmore County,0.176
AL,Elmore County,0.168
AL,Escambia County,0.249
AL,Escambia County,0.256
AL,Etowah County,0.215
AL,Etowah County,0.214
AL,Fayette County,0.2
AL,Fayette County,0.197
AL,Franklin County,0.268
AL,Franklin County,0.26
AL,Geneva County,0.231
AL,Geneva County,0.243
AL,Greene County,0.225
AL,Greene County,0.206
AL,Hale County,0.245
AL,Hale County,0.209
AL,Henry County,0.218
AL,Henry County,0.212
AL,Houston County,0.208
AL,Houston County,0.215
AL,Jackson County,0.231
AL,Jackson County,0.218
AL,Jefferson County,0.189
AL,Jefferson County,0.186
AL,Lamar County,0.209
AL,Lamar County,0.213
AL,Lauderdale County,0.19
AL,Lauderdale County,0.207
AL,Lawrence County,0.219
AL,Lawrence County,0.231
AL,Lee County,0.207
AL,Lee County,0.191
AL,Limestone County,0.206
AL,Limestone County,0.207
AL,Lowndes County,0.222
AL,Lowndes County,0.2
AL,Macon County,0.195
AL,Macon County,0.191
AL,Madison County,0.189
AL,Madison County,0.174
AL,Marengo County,0.224
AL,Marengo County,0.196
AL,Marion County,0.219
AL,Marion County,0.202
AL,Marshall County,0.274
AL,Marshall County,0.242
AL,Mobile County,0.239
AL,Mobile County,0.23
AL,Monroe County,0.236
AL,Monroe County,0.215
AL,Montgomery County,0.213
AL,Montgomery County,0.2
AL,Morgan County,0.231
AL,Morgan County,0.218
AL,Perry County,0.25
AL,Perry County,0.215
AL,Pickens County,0.22
AL,Pickens County,0.209
AL,Pike County,0.25
AL,Pike County,0.225
AL,Randolph County,0.24
AL,Randolph County,0.235
AL,Russell County,0.229
AL,Russell County,0.22
AL,Shelby County,0.149
AL,Shelby County,0.143
AL,St. Clair County,0.2
AL,St. Clair County,0.197
AL,Sumter County,0.222
AL,Sumter County,0.217
AL,Talladega County,0.201
AL,Talladega County,0.19
AL,Tallapoosa County,0.198
AL,Tallapoosa County,0.204
AL,Tuscaloosa County,0.183
AL,Tuscaloosa County,0.191
AL,Walker County,0.211
AL,Walker County,0.202
AL,Washington County,0.226
AL,Washington County,0.223
AL,Wilcox County,0.28
AL,Wilcox County,0.234
AL,Winston County,0.227
AL,Winston County,0.224
AR,Arkansas County,0.25
AR,Arkansas County,0.246
AR,Ashley County,0.249
AR,Ashley County,0.239
AR,Baxter County,0.25
AR,Baxter County,0.249
AR,Benton County,0.245
AR,Benton County,0.245
AR,Boone County,0.252
AR,Boone County,0.245
AR,Bradley County,0.329
AR,Bradley County,0.303
AR,Calhoun County,0.256
AR,Calhoun County,0.244
AR,Carroll County,0.328
AR,Carroll County,0.334
AR,Chicot County,0.283
AR,Chicot County,0.281
AR,Clark County,0.265
AR,Clark County,0.232
AR,Clay County,0.273
AR,Clay County,0.257
AR,Cleburne County,0.269
AR,Cleburne County,0.254
AR,Cleveland County,0.24
AR,Cleveland County,0.237
AR,Columbia County,0.236
AR,Columbia County,0.241
AR,Conway County,0.246
AR,Conway County,0.238
AR,Craighead County,0.251
AR,Craighead County,0.254
AR,Crawford County,0.266
AR,Crawford County,0.275
AR,Crittenden County,0.249
AR,Crittenden County,0.237
AR,Cross County,0.266
AR,Cross County,0.242
AR,Dallas County,0.259
AR,Dallas County,0.248
AR,Desha County,0.267
AR,Desha County,0.259
AR,Drew County,0.253
AR,Drew County,0.247
AR,Faulkner County,0.217
AR,Faulkner County,0.21
AR,Franklin County,0.254
AR,Franklin County,0.256
AR,Fulton County,0.283
AR,Fulton County,0.273
AR,Garland County,0.289
AR,Garland County,0.267
AR,Grant County,0.211
AR,Grant County,0.21
AR,Greene County,0.239
AR,Greene County,0.235
AR,Hempstead County,0.307
AR,Hempstead County,0.303
AR,Hot Spring County,0.247
AR,Hot Spring County,0.223
AR,Howard County,0.317
AR,Howard County,0.305
AR,Independence County,0.265
AR,Independence County,0.265
AR,Izard County,0.275
AR,Izard County,0.287
AR,Jackson County,0.265
AR,Jackson County,0.254
AR,Jefferson County,0.22
AR,Jefferson County,0.213
AR,Johnson County,0.294
AR,Johnson County,0.303
AR,Lafayette County,0.274
AR,Lafayette County,0.272
AR,Lawrence County,0.269
AR,Lawrence County,0.269
AR,Lee County,0.259
AR,Lee County,0.26
AR,Lincoln County,0.26
AR,Lincoln County,0.259
AR,Little River County,0.233
AR,Little River County,0.236
AR,Logan County,0.26
AR,Logan County,0.254
AR,Lonoke County,0.217
AR,Lonoke County,0.205
AR,Madison County,0.299
AR,Madison County,0.303
AR,Marion County,0.267
AR,Marion County,0.266
AR,Miller County,0.241
AR,Miller County,0.241
AR,Mississippi County,0.258
AR,Mississippi County,0.252
AR,Monroe County,0.256
AR,Monroe County,0.272
AR,Montgomery County,0.297
AR,Montgomery County,0.286
AR,Nevada County,0.248
AR,Nevada County,0.238
AR,Newton County,0.292
AR,Newton County,0.298
AR,Ouachita County,0.227
AR,Ouachita County,0.206
AR,Perry County,0.235
AR,Perry County,0.252
AR,Phillips County,0.249
AR,Phillips County,0.242
AR,Pike County,0.311
AR,Pike County,0.319
AR,Poinsett County,0.264
AR,Poinsett County,0.264
AR,Polk County,0.315
AR,Polk County,0.306
AR,Pope County,0.27
AR,Pope County,0.265
AR,Prairie County,0.27
AR,Prairie County,0.268
AR,Pulaski County,0.231
AR,Pulaski County,0.213
AR,Randolph County,0.263
AR,Randolph County,0.271
AR,Saline County,0.205
AR,Saline County,0.192
AR,Scott County,0.318
AR,Scott County,0.305
AR,Searcy County,0.304
AR,Searcy County,0.318
AR,Sebastian County,0.296
AR,Sebastian County,0.278
AR,Sevier County,0.413
AR,Sevier County,0.394
AR,Sharp County,0.284
AR,Sharp County,0.301
AR,St. Francis County,0.258
AR,St. Francis County,0.248
AR,Stone County,0.299
AR,Stone County,0.292
AR,Union County,0.236
AR,Union County,0.234
AR,Van Buren County,0.271
AR,Van Buren County,0.27
AR,Washington County,0.298
AR,Washington County,0.262
AR,White County,0.258
AR,White County,0.256
AR,Woodruff County,0.262
AR,Woodruff County,0.269
AR,Yell County,0.348
AR,Yell County,0.342
AZ,Apache County,0.26
AZ,Apache County,0.297
AZ,Cochise County,0.209
AZ,Cochise County,0.208
AZ,Coconino County,0.254
AZ,Coconino County,0.266
AZ,Gila County,0.22
AZ,Gila County,0.228
AZ,Graham County,0.2
AZ,Graham County,0.236
AZ,Greenlee County,0.157
AZ,Greenlee County,0.16
AZ,La Paz County,0.293
AZ,La Paz County,0.3
AZ,Maricopa County,0.227
AZ,Maricopa County,0.233
AZ,Mohave County,0.226
AZ,Mohave County,0.255
AZ,Navajo County,0.25
AZ,Navajo County,0.261
AZ,Pima County,0.202
AZ,Pima County,0.21
AZ,Pinal County,0.232
AZ,Pinal County,0.223
AZ,Santa Cruz County,0.307
AZ,Santa Cruz County,0.308
AZ,Yavapai County,0.209
AZ,Yavapai County,0.24
AZ,Yuma County,0.281
AZ,Yuma County,0.319
CA,Alameda County,0.181
CA,Alameda County,0.178
CA,Amador County,0.175
CA,Amador County,0.177
CA,Butte County,0.233
CA,Butte County,0.232
CA,Calaveras County,0.18
CA,Calaveras County,0.191
CA,Colusa County,0.309
CA,Colusa County,0.292
CA,Contra Costa County,0.167
CA,Contra Costa County,0.165
CA,Del Norte County,0.21
CA,Del Norte County,0.216
CA,El Dorado County,0.159
CA,El Dorado County,0.161
CA,Fresno County,0.298
CA,Fresno County,0.297
CA,Glenn County,0.295
CA,Glenn County,0.288
CA,Humboldt County,0.24
CA,Humboldt County,0.245
CA,Imperial County,0.295
CA,Imperial County,0.293
CA,Inyo County,0.237
CA,Inyo County,0.237
CA,Kern County,0.285
CA,Kern County,0.273
CA,Kings County,0.273
CA,Kings County,0.257
CA,Lake County,0.24
CA,Lake County,0.245
CA,Lassen County,0.178
CA,Lassen County,0.163
CA,Los Angeles County,0.307
CA,Los Angeles County,0.302
CA,Madera County,0.313
CA,Madera County,0.32
CA,Marin County,0.143
CA,Marin County,0.148
CA,Mariposa County,0.188
CA,Mariposa County,0.215
CA,Mendocino County,0.281
CA,Mendocino County,0.264
CA,Merced County,0.296
CA,Merced County,0.281
CA,Modoc County,0.25
CA,Modoc County,0.262
CA,Mono County,0.269
CA,Mono County,0.265
CA,Monterey County,0.304
CA,Monterey County,0.304
CA,Napa County,0.221
CA,Napa County,0.222
CA,Nevada County,0.203
CA,Nevada County,0.195
CA,Orange County,0.236
CA,Orange County,0.239
CA,Placer County,0.15
CA,Placer County,0.154
CA,Plumas County,0.207
CA,Plumas County,0.218
CA,Riverside County,0.279
CA,Riverside County,0.284
CA,Sacramento County,0.204
CA,Sacramento County,0.219
CA,San Benito County,0.24
CA,San Benito County,0.234
CA,San Bernardino County,0.274
CA,San Bernardino County,0.276
CA,San Diego County,0.23
CA,San Diego County,0.22
CA,San Francisco County,0.155
CA,San Francisco County,0.15
CA,San Joaquin County,0.251
CA,San Joaquin County,0.252
CA,San Luis Obispo County,0.213
CA,San Luis Obispo County,0.198
CA,San Mateo County,0.159
CA,San Mateo County,0.157
CA,Santa Barbara County,0.27
CA,Santa Barbara County,0.254
CA,Santa Clara County,0.166
CA,Santa Clara County,0.165
CA,Santa Cruz County,0.217
CA,Santa Cruz County,0.22
CA,Shasta County,0.22
CA,Shasta County,0.228
CA,Sierra County,0.22
CA,Sierra County,0.23
CA,Siskiyou County,0.237
CA,Siskiyou County,0.222
CA,Solano County,0.177
CA,Solano County,0.187
CA,Sonoma County,0.216
CA,Sonoma County,0.214
CA,Stanislaus County,0.261
CA,Stanislaus County,0.257
CA,Sutter County,0.27
CA,Sutter County,0.253
CA,Tehama County,0.259
CA,Tehama County,0.25
CA,Trinity County,0.226
CA,Trinity County,0.227
CA,Tulare County,0.318
CA,Tulare County,0.303
CA,Tuolumne County,0.185
CA,Tuolumne County,0.202
CA,Ventura County,0.227
CA,Ventura County,0.229
CA,Yolo County,0.196
CA,Yolo County,0.196
CA,Yuba County,0.239
CA,Yuba County,0.241
CO,Adams County,0.259
CO,Adams County,0.265
CO,Alamosa County,0.238
CO,Alamosa County,0.22
CO,Arapahoe County,0.203
CO,Arapahoe County,0.207
CO,Archuleta County,0.227
CO,Archuleta County,0.236
CO,Baca County,0.25
CO,Baca County,0.243
CO,Bent County,0.208
CO,Bent County,0.206
CO,Boulder County,0.168
CO,Boulder County,0.154
CO,Broomfield County,0.132
CO,Broomfield County,0.122
CO,Chaffee County,0.216
CO,Chaffee County,0.208
CO,Cheyenne County,0.24
CO,Cheyenne County,0.263
CO,Clear Creek County,0.141
CO,Clear Creek County,0.135
CO,Conejos County,0.263
CO,Conejos County,0.244
CO,Costilla County,0.328
CO,Costilla County,0.322
CO,Crowley County,0.212
CO,Crowley County,0.213
CO,Custer County,0.238
CO,Custer County,0.224
CO,Delta County,0.247
CO,Delta County,0.254
CO,Denver County,0.226
CO,Denver County,0.223
CO,Dolores County,0.279
CO,Dolores County,0.264
CO,Douglas County,0.093
CO,Douglas County,0.091
CO,Eagle County,0.257
CO,Eagle County,0.251
CO,El Paso County,0.186
CO,El Paso County,0.181
CO,Elbert County,0.146
CO,Elbert County,0.14
CO,Fremont County,0.205
CO,Fremont County,0.191
CO,Garfield County,0.281
CO,Garfield County,0.275
CO,Gilpin County,0.107
CO,Gilpin County,0.115
CO,Grand County,0.213
CO,Grand County,0.2
CO,Gunnison County,0.262
CO,Gunnison County,0.235
CO,Huerfano County,0.23
CO,Huerfano County,0.243
CO,Jefferson County,0.16
CO,Jefferson County,0.152
CO,Kiowa County,0.198
CO,Kit Carson County,0.279
CO,Kit Carson County,0.251
CO,La Plata County,0.229
CO,La Plata County,0.223
CO,Lake County,0.313
CO,Lake County,0.298
CO,Larimer County,0.174
CO,Larimer County,0.172
CO,Las Animas County,0.225
CO,Las Animas County,0.205
CO,Lincoln County,0.218
CO,Lincoln County,0.198
CO,Logan County,0.22
CO,Logan County,0.215
CO,Mesa County,0.212
CO,Mesa County,0.203
CO,Moffat County,0.215
CO,Moffat County,0.207
CO,Montezuma County,0.254
CO,Montezuma County,0.259
CO,Montrose County,0.269
CO,Montrose County,0.251
CO,Morgan County,0.281
CO,Morgan County,0.266
CO,Otero County,0.235
CO,Otero County,0.234
CO,Ouray County,0.216
CO,Ouray County,0.214
CO,Park County,0.189
CO,Park County,0.196
CO,Phillips County,0.258
CO,Phillips County,0.244
CO,Pitkin County,0.192
CO,Pitkin County,0.193
CO,Prowers County,0.275
CO,Prowers County,0.258
CO,Pueblo County,0.186
CO,Pueblo County,0.194
CO,Rio Blanco County,0.203
CO,Rio Blanco County,0.188
CO,Rio Grande County,0.258
CO,Rio Grande County,0.25
CO,Routt County,0.176
CO,Routt County,0.173
CO,Saguache County,0.35
CO,Saguache County,0.348
CO,San Miguel County,0.223
CO,San Miguel County,0.237
CO,Sedgwick County,0.241
CO,Sedgwick County,0.241
CO,Summit County,0.23
CO,Summit County,0.215
CO,Teller County,0.157
CO,Teller County,0.16
CO,Washington County,0.249
CO,Washington County,0.232
CO,Weld County,0.216
CO,Weld County,0.222
CO,Yuma County,0.267
CO,Yuma County,0.274
CT,Fairfield County,0.151
CT,Fairfield County,0.151
CT,Hartford County,0.125
CT,Hartford County,0.122
CT,Litchfield County,0.104
CT,Litchfield County,0.11
CT,Middlesex County,0.095
CT,Middlesex County,0.099
CT,New Haven County,0.124
CT,New Haven County,0.137
CT,New London County,0.112
CT,New London County,0.116
CT,Tolland County,0.09
CT,Tolland County,0.083
CT,Windham County,0.126
CT,Windham County,0.127
DC,District of Columbia,0.083
DE,Kent County,0.131
DE,Kent County,0.125
DE,New Castle County,0.127
DE,New Castle County,0.122
DE,Sussex County,0.169
DE,Sussex County,0.154
FL,Alachua County,0.233
FL,Alachua County,0.233
FL,Baker County,0.223
FL,Baker County,0.213
FL,Bay County,0.246
FL,Bay County,0.23
FL,Bradford County,0.238
FL,Bradford County,0.232
FL,Brevard County,0.239
FL,Brevard County,0.232
FL,Broward County,0.308
FL,Broward County,0.305
FL,Calhoun County,0.279
FL,Calhoun County,0.261
FL,Charlotte County,0.255
FL,Charlotte County,0.25
FL,Citrus County,0.261
FL,Citrus County,0.247
FL,Clay County,0.203
FL,Clay County,0.208
FL,Collier County,0.333
FL,Collier County,0.334
FL,Columbia County,0.262
FL,Columbia County,0.249
FL,DeSoto County,0.4
FL,DeSoto County,0.391
FL,Dixie County,0.257
FL,Dixie County,0.242
FL,Duval County,0.232
FL,Duval County,0.233
FL,Escambia County,0.253
FL,Escambia County,0.239
FL,Flagler County,0.262
FL,Flagler County,0.254
FL,Franklin County,0.271
FL,Franklin County,0.25
FL,Gadsden County,0.289
FL,Gadsden County,0.288
FL,Gilchrist County,0.284
FL,Gilchrist County,0.255
FL,Glades County,0.376
FL,Glades County,0.364
FL,Gulf County,0.249
FL,Gulf County,0.256
FL,Hamilton County,0.252
FL,Hamilton County,0.249
FL,Hardee County,0.409
FL,Hardee County,0.379
FL,Hendry County,0.435
FL,Hendry County,0.42
FL,Hernando County,0.26
FL,Hernando County,0.252
FL,Highlands County,0.332
FL,Highlands County,0.31
FL,Hillsborough County,0.278
FL,Hillsborough County,0.262
FL,Holmes County,0.275
FL,Holmes County,0.249
FL,Indian River County,0.288
FL,Indian River County,0.291
FL,Jackson County,0.232
FL,Jackson County,0.225
FL,Jefferson County,0.255
FL,Jefferson County,0.232
FL,Lafayette County,0.318
FL,Lafayette County,0.326
FL,Lake County,0.254
FL,Lake County,0.247
FL,Lee County,0.306
FL,Lee County,0.304
FL,Leon County,0.216
FL,Leon County,0.203
FL,Levy County,0.307
FL,Levy County,0.284
FL,Liberty County,0.246
FL,Liberty County,0.254
FL,Madison County,0.271
FL,Madison County,0.261
FL,Manatee County,0.286
FL,Manatee County,0.279
FL,Marion County,0.289
FL,Marion County,0.294
FL,Martin County,0.251
FL,Martin County,0.253
FL,Miami-Dade County,0.41
FL,Miami-Dade County,0.397
FL,Monroe County,0.303
FL,Monroe County,0.298
FL,Nassau County,0.217
FL,Nassau County,0.206
FL,Okaloosa County,0.225
FL,Okaloosa County,0.211
FL,Okeechobee County,0.359
FL,Okeechobee County,0.361
FL,Orange County,0.289
FL,Orange County,0.293
FL,Osceola County,0.321
FL,Osceola County,0.307
FL,Palm Beach County,0.296
FL,Palm Beach County,0.298
FL,Pasco County,0.252
FL,Pasco County,0.252
FL,Pinellas County,0.266
FL,Pinellas County,0.252
FL,Polk County,0.28
FL,Polk County,0.28
FL,Putnam County,0.28
FL,Putnam County,0.286
FL,Santa Rosa County,0.217
FL,Santa Rosa County,0.199
FL,Sarasota County,0.261
FL,Sarasota County,0.262
FL,Seminole County,0.234
FL,Seminole County,0.23
FL,St. Johns County,0.178
FL,St. Johns County,0.174
FL,St. Lucie County,0.324
FL,St. Lucie County,0.298
FL,Sumter County,0.201
FL,Sumter County,0.211
FL,Suwannee County,0.283
FL,Suwannee County,0.286
FL,Taylor County,0.244
FL,Taylor County,0.234
FL,Union County,0.236
FL,Union County,0.239
FL,Volusia County,0.26
FL,Volusia County,0.247
FL,Wakulla County,0.213
FL,Wakulla County,0.203
FL,Walton County,0.269
FL,Walton County,0.278
FL,Washington County,0.267
FL,Washington County,0.238
GA,Appling County,0.305
GA,Appling County,0.302
GA,Atkinson County,0.416
GA,Atkinson County,0.383
GA,Bacon County,0.328
GA,Bacon County,0.316
GA,Baker County,0.233
GA,Baker County,0.242
GA,Baldwin County,0.228
GA,Baldwin County,0.226
GA,Banks County,0.293
GA,Banks County,0.284
GA,Barrow County,0.278
GA,Barrow County,0.269
GA,Bartow County,0.292
GA,Bartow County,0.255
GA,Ben Hill County,0.297
GA,Ben Hill County,0.265
GA,Berrien County,0.317
GA,Berrien County,0.288
GA,Bibb County,0.249
GA,Bibb County,0.248
GA,Bleckley County,0.223
GA,Bleckley County,0.221
GA,Brantley County,0.303
GA,Brantley County,0.294
GA,Brooks County,0.302
GA,Brooks County,0.296
GA,Bryan County,0.22
GA,Bryan County,0.208
GA,Bulloch County,0.304
GA,Bulloch County,0.269
GA,Burke County,0.261
GA,Burke County,0.266
GA,Butts County,0.261
GA,Butts County,0.252
GA,Calhoun County,0.295
GA,Calhoun County,0.29
GA,Camden County,0.213
GA,Camden County,0.224
GA,Candler County,0.316
GA,Candler County,0.306
GA,Carroll County,0.274
GA,Carroll County,0.272
GA,Catoosa County,0.224
GA,Catoosa County,0.226
GA,Charlton County,0.263
GA,Charlton County,0.255
GA,Chatham County,0.273
GA,Chatham County,0.254
GA,Chattahoochee County,0.208
GA,Chattahoochee County,0.178
GA,Chattooga County,0.276
GA,Chattooga County,0.272
GA,Cherokee County,0.221
GA,Cherokee County,0.218
GA,Clarke County,0.279
GA,Clarke County,0.247
GA,Clay County,0.256
GA,Clay County,0.261
GA,Clayton County,0.32
GA,Clayton County,0.344
GA,Clinch County,0.281
GA,Clinch County,0.271
GA,Cobb County,0.245
GA,Cobb County,0.247
GA,Coffee County,0.32
GA,Coffee County,0.321
GA,Colquitt County,0.349
GA,Colquitt County,0.352
GA,Columbia County,0.189
GA,Columbia County,0.186
GA,Cook County,0.335
GA,Cook County,0.31
GA,Coweta County,0.209
GA,Coweta County,0.214
GA,Crawford County,0.279
GA,Crawford County,0.262
GA,Crisp County,0.262
GA,Crisp County,0.264
GA,Dade County,0.228
GA,Dade County,0.227
GA,Dawson County,0.26
GA,Dawson County,0.253
GA,DeKalb County,0.288
GA,DeKalb County,0.262
GA,Decatur County,0.279
GA,Decatur County,0.283
GA,Dodge County,0.255
GA,Dodge County,0.258
GA,Dooly County,0.29
GA,Dooly County,0.291
GA,Dougherty County,0.271
GA,Dougherty County,0.275
GA,Douglas County,0.255
GA,Douglas County,0.247
GA,Early County,0.247
GA,Early County,0.251
GA,Echols County,0.428
GA,Echols County,0.449
GA,Effingham County,0.233
GA,Effingham County,0.197
GA,Elbert County,0.295
GA,Elbert County,0.289
GA,Emanuel County,0.31
GA,Emanuel County,0.302
GA,Evans County,0.324
GA,Evans County,0.322
GA,Fannin County,0.29
GA,Fannin County,0.28
GA,Fayette County,0.154
GA,Fayette County,0.154
GA,Floyd County,0.279
GA,Floyd County,0.275
GA,Forsyth County,0.19
GA,Forsyth County,0.178
GA,Franklin County,0.275
GA,Franklin County,0.277
GA,Fulton County,0.273
GA,Fulton County,0.263
GA,Gilmer County,0.331
GA,Gilmer County,0.317
GA,Glascock County,0.235
GA,Glascock County,0.226
GA,Glynn County,0.268
GA,Glynn County,0.248
GA,Gordon County,0.312
GA,Gordon County,0.31
GA,Grady County,0.34
GA,Grady County,0.335
GA,Greene County,0.273
GA,Greene County,0.269
GA,Gwinnett County,0.296
GA,Gwinnett County,0.259
GA,Habersham County,0.312
GA,Habersham County,0.292
GA,Hall County,0.314
GA,Hall County,0.3
GA,Hancock County,0.258
GA,Hancock County,0.243
GA,Haralson County,0.254
GA,Haralson County,0.263
GA,Harris County,0.168
GA,Harris County,0.167
GA,Hart County,0.279
GA,Hart County,0.267
GA,Heard County,0.251
GA,Heard County,0.235
GA,Henry County,0.219
GA,Henry County,0.229
GA,Houston County,0.219
GA,Houston County,0.206
GA,Irwin County,0.307
GA,Irwin County,0.278
GA,Jackson County,0.259
GA,Jackson County,0.253
GA,Jasper County,0.288
GA,Jasper County,0.276
GA,Jeff Davis County,0.318
GA,Jeff Davis County,0.29
GA,Jefferson County,0.282
GA,Jefferson County,0.269
GA,Jenkins County,0.321
GA,Jenkins County,0.314
GA,Johnson County,0.266
GA,Johnson County,0.254
GA,Jones County,0.222
GA,Jones County,0.221
GA,Lamar County,0.255
GA,Lamar County,0.245
GA,Lanier County,0.338
GA,Lanier County,0.287
GA,Laurens County,0.238
GA,Laurens County,0.239
GA,Lee County,0.197
GA,Lee County,0.196
GA,Liberty County,0.257
GA,Liberty County,0.218
GA,Lincoln County,0.274
GA,Lincoln County,0.256
GA,Long County,0.329
GA,Long County,0.302
GA,Lowndes County,0.301
GA,Lowndes County,0.275
GA,Lumpkin County,0.283
GA,Lumpkin County,0.277
GA,Macon County,0.304
GA,Macon County,0.307
GA,Madison County,0.271
GA,Madison County,0.264
GA,Marion County,0.284
GA,Marion County,0.275
GA,McDuffie County,0.248
GA,McDuffie County,0.253
GA,McIntosh County,0.266
GA,McIntosh County,0.265
GA,Meriwether County,0.262
GA,Meriwether County,0.264
GA,Miller County,0.262
GA,Miller County,0.263
GA,Mitchell County,0.276
GA,Mitchell County,0.263
GA,Monroe County,0.213
GA,Monroe County,0.207
GA,Montgomery County,0.282
GA,Montgomery County,0.293
GA,Morgan County,0.251
GA,Morgan County,0.243
GA,Murray County,0.303
GA,Murray County,0.306
GA,Muscogee County,0.235
GA,Muscogee County,0.23
GA,Newton County,0.267
GA,Newton County,0.25
GA,Oconee County,0.181
GA,Oconee County,0.172
GA,Oglethorpe County,0.29
GA,Oglethorpe County,0.262
GA,Paulding County,0.227
GA,Paulding County,0.213
GA,Peach County,0.264
GA,Peach County,0.278
GA,Pickens County,0.252
GA,Pickens County,0.251
GA,Pierce County,0.283
GA,Pierce County,0.29
GA,Pike County,0.247
GA,Pike County,0.222
GA,Polk County,0.301
GA,Polk County,0.298
GA,Pulaski County,0.247
GA,Pulaski County,0.263
GA,Putnam County,0.271
GA,Putnam County,0.271
GA,Quitman County,0.295
GA,Quitman County,0.279
GA,Rabun County,0.339
GA,Rabun County,0.33
GA,Randolph County,0.272
GA,Randolph County,0.25
GA,Richmond County,0.258
GA,Richmond County,0.25
GA,Rockdale County,0.282
GA,Rockdale County,0.268
GA,Schley County,0.273
GA,Schley County,0.265
GA,Screven County,0.26
GA,Screven County,0.262
GA,Seminole County,0.277
GA,Seminole County,0.254
GA,Spalding County,0.265
GA,Spalding County,0.263
GA,Stephens County,0.265
GA,Stephens County,0.237
GA,Stewart County,0.264
GA,Stewart County,0.259
GA,Sumter County,0.28
GA,Sumter County,0.276
GA,Talbot County,0.247
GA,Talbot County,0.25
GA,Taliaferro County,0.313
GA,Taliaferro County,0.294
GA,Tattnall County,0.326
GA,Tattnall County,0.307
GA,Taylor County,0.272
GA,Taylor County,0.262
GA,Telfair County,0.284
GA,Telfair County,0.272
GA,Terrell County,0.264
GA,Terrell County,0.256
GA,Thomas County,0.264
GA,Thomas County,0.248
GA,Tift County,0.335
GA,Tift County,0.339
GA,Toombs County,0.3
GA,Toombs County,0.283
GA,Towns County,0.249
GA,Towns County,0.259
GA,Treutlen County,0.27
GA,Treutlen County,0.261
GA,Troup County,0.264
GA,Troup County,0.228
GA,Turner County,0.327
GA,Turner County,0.342
GA,Twiggs County,0.246
GA,Twiggs County,0.246
GA,Union County,0.27
GA,Union County,0.272
GA,Upson County,0.257
GA,Upson County,0.248
GA,Walker County,0.246
GA,Walker County,0.244
GA,Walton County,0.252
GA,Walton County,0.234
GA,Ware County,0.277
