State,County,Median household income,Poor or fair health,Uninsured adults
TX,Val Verde County,38645,0.306,0.365
TX,Van Zandt County,42563,0.209,0.327
TX,Van Zandt County,43220,0.209,0.331
TX,Victoria County,49012,0.227,0.294
TX,Victoria County,51544,0.227,0.285
TX,Walker County,38024,0.159,0.317
TX,Walker County,40092,0.159,0.287
TX,Waller County,47015,,0.348
TX,Waller County,49326,,0.325
TX,Ward County,46047,,0.319
TX,Ward County,51026,,0.28
TX,Washington County,45657,,0.268
TX,Washington County,49472,,0.262
TX,Webb County,35974,0.26,0.493
TX,Webb County,38652,0.26,0.483
TX,Wharton County,40716,0.199,0.34
TX,Wharton County,42862,0.199,0.323
TX,Wheeler County,47012,,0.331
TX,Wheeler County,51922,,0.305
TX,Wichita County,43791,0.202,0.283
TX,Wichita County,43473,0.202,0.283
TX,Wilbarger County,37304,,0.302
TX,Wilbarger County,37840,,0.297
TX,Willacy County,29225,,0.386
TX,Willacy County,28945,,0.377
TX,Williamson County,71272,0.12,0.21
TX,Williamson County,71252,0.12,0.2
TX,Wilson County,61103,0.18,0.244
TX,Wilson County,60844,0.18,0.228
TX,Winkler County,48727,,0.322
TX,Winkler County,54294,,0.301
TX,Wise County,53927,0.14,0.277
TX,Wise County,58392,0.14,0.292
TX,Wood County,45466,0.22,0.319
TX,Wood County,45763,0.22,0.3
TX,Yoakum County,55063,,0.328
TX,Yoakum County,57995,,0.324
TX,Young County,43248,0.251,0.312
TX,Young County,44372,0.251,0.311
TX,Zapata County,33462,0.275,0.466
TX,Zapata County,34506,0.275,0.431
TX,Zavala County,25157,,0.376
TX,Zavala County,25291,,0.361
UT,Beaver County,46309,0.138,0.243
UT,Beaver County,46138,0.138,0.222
UT,Box Elder County,53830,0.136,0.179
UT,Box Elder County,60372,0.136,0.167
UT,Cache County,47609,0.11,0.2
UT,Cache County,49556,0.11,0.185
UT,Carbon County,47214,0.189,0.169
UT,Carbon County,44594,0.189,0.17
UT,Davis County,69019,0.1,0.151
UT,Davis County,70456,0.1,0.127
UT,Duchesne County,57945,0.165,0.227
UT,Duchesne County,61386,0.165,0.204
UT,Emery County,51819,0.159,0.182
UT,Emery County,52070,0.159,0.172
UT,Garfield County,41786,0.088,0.202
UT,Garfield County,43798,0.088,0.207
UT,Grand County,42702,0.13,0.269
UT,Grand County,42368,0.13,0.244
UT,Iron County,41804,0.109,0.264
UT,Iron County,43439,0.109,0.219
UT,Juab County,51823,0.139,0.192
UT,Juab County,51942,0.139,0.18
UT,Kane County,43128,0.15,0.187
UT,Kane County,46350,0.15,0.195
UT,Millard County,48472,0.131,0.258
UT,Millard County,51424,0.131,0.239
UT,Morgan County,75348,0.052,0.136
UT,Morgan County,83496,0.052,0.128
UT,Piute County,36403,0.15,0.261
UT,Piute County,37897,0.15,0.248
UT,Salt Lake County,58743,0.124,0.2
UT,Salt Lake County,61716,0.124,0.198
UT,San Juan County,38329,0.142,0.283
UT,San Juan County,40327,0.142,0.277
UT,Sanpete County,43921,0.144,0.239
UT,Sanpete County,45338,0.144,0.237
UT,Sevier County,45243,0.18,0.226
UT,Sevier County,49877,0.18,0.212
UT,Summit County,84672,0.087,0.167
UT,Summit County,81907,0.087,0.167
UT,Tooele County,61927,0.141,0.172
UT,Tooele County,59400,0.141,0.149
UT,Uintah County,60419,0.155,0.238
UT,Uintah County,62028,0.155,0.217
UT,Utah County,58167,0.113,0.196
UT,Utah County,60069,0.113,0.175
UT,Wasatch County,62014,0.099,0.24
UT,Wasatch County,64423,0.099,0.218
UT,Washington County,45305,0.12,0.255
UT,Washington County,50378,0.12,0.243
UT,Wayne County,40185,0.082,0.264
UT,Wayne County,38945,0.082,0.247
UT,Weber County,54169,0.144,0.197
UT,Weber County,54055,0.144,0.204
VA,Accomack County,36957,0.2,0.239
VA,Accomack County,38064,0.2,0.248
VA,Albemarle County,70813,0.063,0.157
VA,Albemarle County,70032,0.063,0.149
VA,Alexandria city,80942,0.104,0.159
VA,Alexandria city,85562,0.104,0.153
VA,Alleghany County,44530,0.161,0.17
VA,Alleghany County,44983,0.161,0.175
VA,Amelia County,49714,0.126,0.23
VA,Amelia County,52055,0.126,0.227
VA,Amherst County,43791,0.195,0.2
VA,Amherst County,47268,0.195,0.206
VA,Appomattox County,43814,0.13,0.199
VA,Appomattox County,44062,0.13,0.207
VA,Arlington County,99255,0.082,0.116
VA,Arlington County,101533,0.082,0.118
VA,Augusta County,49773,0.112,0.176
VA,Augusta County,54834,0.112,0.182
VA,Bath County,44524,,0.191
VA,Bath County,42951,,0.194
VA,Bedford County,56910,0.175,0.173
VA,Bedford County,56888,0.175,0.173
VA,Bedford city,36579,0.134,0.19
VA,Bedford city,38162,0.134,0.201
VA,Bland County,42843,,0.169
VA,Bland County,41939,,0.169
VA,Botetourt County,60943,0.101,0.137
VA,Botetourt County,61005,0.101,0.133
VA,Bristol city,31973,,0.193
VA,Bristol city,35167,,0.192
VA,Brunswick County,34621,0.176,0.209
VA,Brunswick County,37800,0.176,0.218
VA,Buchanan County,32848,0.286,0.179
VA,Buchanan County,31621,0.286,0.187
VA,Buckingham County,34415,0.235,0.234
VA,Buckingham County,39538,0.235,0.237
VA,Buena Vista city,36289,,0.207
VA,Buena Vista city,36915,,0.2
VA,Campbell County,41193,0.16,0.193
VA,Campbell County,47982,0.16,0.19
VA,Caroline County,54336,,0.192
VA,Caroline County,55760,,0.193
VA,Carroll County,32777,0.127,0.224
VA,Carroll County,36218,0.127,0.243
VA,Charles City County,47828,0.13,0.224
VA,Charles City County,48394,0.13,0.238
VA,Charlotte County,32873,0.275,0.238
VA,Charlotte County,35715,0.275,0.244
VA,Charlottesville city,41031,0.071,0.202
VA,Charlottesville city,45320,0.071,0.199
VA,Chesapeake city,64950,0.121,0.151
VA,Chesapeake city,66516,0.121,0.146
VA,Chesterfield County,70371,0.12,0.16
VA,Chesterfield County,67454,0.12,0.154
VA,Clarke County,67922,0.113,0.144
VA,Clarke County,74384,0.113,0.153
VA,Colonial Heights city,51664,,0.189
VA,Colonial Heights city,49715,,0.176
VA,Covington city,36566,,0.192
VA,Covington city,33904,,0.192
VA,Craig County,38268,0.155,0.181
VA,Craig County,45527,0.155,0.194
VA,Culpeper County,59609,0.149,0.207
VA,Culpeper County,63876,0.149,0.204
VA,Cumberland County,36988,0.261,0.246
VA,Cumberland County,41799,0.261,0.236
VA,Danville city,30588,0.23,0.209
VA,Danville city,30940,0.23,0.208
VA,Dickenson County,35147,0.309,0.19
VA,Dickenson County,33386,0.309,0.199
VA,Dinwiddie County,51131,0.193,0.181
VA,Dinwiddie County,51864,0.193,0.195
VA,Emporia city,32225,,0.21
VA,Emporia city,32676,,0.211
VA,Essex County,42012,0.1,0.202
VA,Essex County,44427,0.1,0.209
VA,Fairfax County,106690,0.074,0.149
VA,Fairfax County,110658,0.074,0.161
VA,Fairfax city,86963,0.114,0.153
VA,Fairfax city,89507,0.114,0.156
VA,Falls Church city,121250,,0.091
VA,Falls Church city,117452,,0.087
VA,Fauquier County,82957,0.126,0.152
VA,Fauquier County,82705,0.126,0.148
VA,Floyd County,42211,0.137,0.218
VA,Floyd County,41652,0.137,0.229
VA,Fluvanna County,63307,0.114,0.164
VA,Fluvanna County,63117,0.114,0.164
VA,Franklin County,43427,0.208,0.213
VA,Franklin County,48070,0.208,0.221
VA,Franklin city,36078,0.151,0.201
VA,Franklin city,36326,0.151,0.201
VA,Frederick County,64027,0.122,0.174
VA,Frederick County,68166,0.122,0.187
VA,Fredericksburg city,47297,0.254,0.217
VA,Fredericksburg city,48152,0.254,0.199
VA,Galax city,33191,,0.26
VA,Galax city,33737,,0.249
VA,Giles County,44365,0.143,0.192
VA,Giles County,43504,0.143,0.195
VA,Gloucester County,57173,0.117,0.178
VA,Gloucester County,58824,0.117,0.176
VA,Goochland County,81707,0.072,0.108
VA,Goochland County,76843,0.072,0.101
VA,Grayson County,32611,0.198,0.217
VA,Grayson County,33302,0.198,0.236
VA,Greene County,59718,,0.217
VA,Greene County,59730,,0.208
VA,Greensville County,36996,0.24,0.172
VA,Greensville County,38036,0.24,0.195
VA,Halifax County,36203,0.16,0.203
VA,Halifax County,35553,0.16,0.214
VA,Hampton city,47206,0.126,0.17
VA,Hampton city,45293,0.126,0.168
VA,Hanover County,74660,0.091,0.12
VA,Hanover County,77316,0.091,0.121
VA,Harrisonburg city,35489,,0.261
VA,Harrisonburg city,37588,,0.22
VA,Henrico County,58723,0.108,0.17
VA,Henrico County,60050,0.108,0.178
VA,Henry County,34232,0.26,0.24
VA,Henry County,36066,0.26,0.243
VA,Hopewell city,39315,0.295,0.235
VA,Hopewell city,39440,0.295,0.218
VA,Isle of Wight County,64606,0.137,0.15
VA,Isle of Wight County,62495,0.137,0.145
VA,James City County,78396,0.065,0.136
VA,James City County,75806,0.065,0.139
VA,King George County,75861,,0.122
VA,King George County,78180,,0.128
VA,King William County,62005,,0.175
VA,King William County,61183,,0.174
VA,King and Queen County,45090,,0.214
VA,King and Queen County,44697,,0.212
VA,Lancaster County,47769,,0.199
VA,Lancaster County,46578,,0.191
VA,Lee County,30606,0.286,0.192
VA,Lee County,32092,0.286,0.209
VA,Lexington city,40250,,0.211
VA,Lexington city,41521,,0.204
VA,Loudoun County,118934,0.105,0.116
VA,Loudoun County,117680,0.105,0.115
VA,Louisa County,54836,0.122,0.196
VA,Louisa County,53170,0.122,0.196
VA,Lunenburg County,33618,0.2,0.229
VA,Lunenburg County,37712,0.2,0.244
VA,Lynchburg city,37402,0.134,0.207
VA,Lynchburg city,39918,0.134,0.2
VA,Madison County,51094,,0.216
VA,Madison County,51805,,0.214
VA,Manassas Park city,68970,,0.284
VA,Manassas Park city,71742,,0.271
VA,Manassas city,65307,,0.258
VA,Manassas city,70133,,0.263
VA,Martinsville city,29550,,0.2
VA,Martinsville city,31046,,0.207
VA,Mathews County,57051,,0.185
VA,Mathews County,55128,,0.187
VA,Mecklenburg County,37435,0.152,0.223
VA,Mecklenburg County,38439,0.152,0.231
VA,Middlesex County,48066,,0.199
VA,Middlesex County,47399,,0.194
VA,Montgomery County,42307,0.115,0.18
VA,Montgomery County,46024,0.115,0.182
VA,Nelson County,47234,,0.21
VA,Nelson County,45990,,0.209
VA,New Kent County,68862,,0.152
VA,New Kent County,72150,,0.163
VA,Newport News city,46794,0.165,0.196
VA,Newport News city,47421,0.165,0.189
VA,Norfolk city,41880,0.155,0.219
VA,Norfolk city,42949,0.155,0.209
VA,Northampton County,32138,0.185,0.251
VA,Northampton County,36211,0.185,0.246
VA,Northumberland County,47143,,0.213
VA,Northumberland County,49054,,0.221
VA,Norton city,33234,,0.146
VA,Norton city,32303,,0.158
VA,Nottoway County,36818,0.209,0.231
VA,Nottoway County,34805,0.209,0.226
VA,Orange County,58673,0.141,0.19
VA,Orange County,60829,0.141,0.196
VA,Page County,41300,0.179,0.215
VA,Page County,41070,0.179,0.214
VA,Patrick County,33818,0.303,0.218
VA,Patrick County,34654,0.303,0.228
VA,Petersburg city,33280,0.191,0.218
VA,Petersburg city,32623,0.191,0.21
VA,Pittsylvania County,42236,0.193,0.206
VA,Pittsylvania County,40608,0.193,0.2
VA,Poquoson city,84177,,0.118
VA,Poquoson city,82815,,0.118
VA,Portsmouth city,41699,0.177,0.197
VA,Portsmouth city,43041,0.177,0.198
VA,Powhatan County,73639,,0.161
VA,Powhatan County,74820,,0.164
VA,Prince Edward County,37636,0.102,0.211
VA,Prince Edward County,39077,0.102,0.214
VA,Prince George County,62475,0.109,0.139
VA,Prince George County,65625,0.109,0.16
VA,Prince William County,93011,0.143,0.17
VA,Prince William County,93671,0.143,0.174
VA,Pulaski County,42502,0.237,0.19
VA,Pulaski County,43555,0.237,0.185
VA,Radford city,37440,,0.208
VA,Radford city,34635,,0.206
VA,Rappahannock County,58276,,0.18
VA,Rappahannock County,60945,,0.192
VA,Richmond County,41190,0.203,0.216
VA,Richmond County,42738,0.203,0.227
VA,Richmond city,37933,0.162,0.227
VA,Richmond city,39249,0.162,0.227
VA,Roanoke County,58550,0.127,0.136
VA,Roanoke County,57663,0.127,0.137
VA,Roanoke city,37800,0.176,0.223
VA,Roanoke city,37223,0.176,0.231
VA,Rockbridge County,46909,0.08,0.203
VA,Rockbridge County,46882,0.08,0.208
VA,Rockingham County,51137,0.11,0.217
VA,Rockingham County,55636,0.11,0.207
VA,Russell County,35912,0.294,0.202
VA,Russell County,36107,0.294,0.207
VA,Salem city,47760,0.152,0.165
VA,Salem city,47837,0.152,0.166
VA,Scott County,36566,0.23,0.195
VA,Scott County,38336,0.23,0.194
VA,Shenandoah County,48677,0.13,0.216
VA,Shenandoah County,47874,0.13,0.207
VA,Smyth County,36235,0.287,0.211
VA,Smyth County,37475,0.287,0.199
VA,Southampton County,43846,0.133,0.183
VA,Southampton County,46547,0.133,0.205
VA,Spotsylvania County,77298,0.135,0.167
VA,Spotsylvania County,73112,0.135,0.167
VA,Stafford County,95927,0.107,0.13
VA,Stafford County,93014,0.107,0.125
VA,Staunton city,40379,,0.203
VA,Staunton city,39712,,0.207
VA,Suffolk city,61778,0.13,0.159
VA,Suffolk city,59468,0.13,0.155
VA,Surry County,50425,0.143,0.181
VA,Surry County,50554,0.143,0.184
VA,Sussex County,36901,0.156,0.209
VA,Sussex County,38948,0.156,0.226
VA,Tazewell County,34760,0.291,0.201
VA,Tazewell County,38336,0.291,0.205
VA,Virginia Beach city,61523,0.125,0.16
VA,Virginia Beach city,62509,0.125,0.152
VA,Warren County,58632,0.138,0.193
VA,Warren County,56291,0.138,0.194
VA,Washington County,43155,0.187,0.19
VA,Washington County,42242,0.187,0.194
VA,Waynesboro city,43883,,0.208
VA,Waynesboro city,42434,,0.198
VA,Westmoreland County,45051,0.156,0.233
VA,Westmoreland County,45927,0.156,0.235
VA,Williamsburg city,44256,,0.193
VA,Williamsburg city,47880,,0.171
VA,Winchester city,42305,0.281,0.251
VA,Winchester city,43943,0.281,0.239
VA,Wise County,35800,0.239,0.192
VA,Wise County,37490,0.239,0.199
VA,Wythe County,38533,0.27,0.208
VA,Wythe County,41168,0.27,0.203
VA,York County,75316,0.065,0.121
VA,York County,78327,0.065,0.119
VT,Addison County,55120,0.091,0.104
VT,Addison County,54683,0.091,0.096
VT,Bennington County,48306,0.127,0.104
VT,Bennington County,48290,0.127,0.104
VT,Caledonia County,42558,0.12,0.112
VT,Caledonia County,43011,0.12,0.099
VT,Chittenden County,62374,0.078,0.085
VT,Chittenden County,62618,0.078,0.08
VT,Essex County,35207,0.174,0.135
VT,Essex County,36140,0.174,0.124
VT,Franklin County,53436,0.128,0.102
VT,Franklin County,55912,0.128,0.099
VT,Grand Isle County,54915,0.094,0.102
VT,Grand Isle County,57559,0.094,0.091
VT,Lamoille County,49256,0.105,0.108
VT,Lamoille County,46742,0.105,0.109
VT,Orange County,49747,0.115,0.101
VT,Orange County,51348,0.115,0.104
VT,Orleans County,40764,0.155,0.129
VT,Orleans County,40522,0.155,0.123
VT,Rutland County,45168,0.124,0.099
VT,Rutland County,45757,0.124,0.1
VT,Washington County,56710,0.095,0.088
VT,Washington County,52619,0.095,0.089
VT,Windham County,49098,0.108,0.1
VT,Windham County,46642,0.108,0.102
VT,Windsor County,50094,0.103,0.09
VT,Windsor County,51218,0.103,0.091
WA,Adams County,43939,0.233,0.353
WA,Adams County,45171,0.233,0.328
WA,Asotin County,42364,0.195,0.186
WA,Asotin County,42842,0.195,0.187
WA,Benton County,58361,0.129,0.207
WA,Benton County,59264,0.129,0.191
WA,Chelan County,45730,0.162,0.265
WA,Chelan County,50033,0.162,0.252
WA,Clallam County,43482,0.152,0.225
WA,Clallam County,46531,0.152,0.224
WA,Clark County,56087,0.137,0.19
WA,Clark County,57886,0.137,0.198
WA,Columbia County,41834,0.169,0.183
WA,Columbia County,42332,0.169,0.201
WA,Cowlitz County,47714,0.181,0.203
WA,Cowlitz County,48447,0.181,0.201
WA,Douglas County,48308,0.148,0.296
WA,Douglas County,49293,0.148,0.287
WA,Ferry County,36321,0.194,0.245
WA,Ferry County,38302,0.194,0.258
WA,Franklin County,52829,0.243,0.343
WA,Franklin County,52720,0.243,0.316
WA,Garfield County,46927,0.19,0.186
WA,Garfield County,46157,0.19,0.181
WA,Grant County,45050,0.192,0.317
WA,Grant County,46065,0.192,0.302
WA,Grays Harbor County,41823,0.186,0.256
WA,Grays Harbor County,41791,0.186,0.246
WA,Island County,56459,0.132,0.164
WA,Island County,53306,0.132,0.159
WA,Jefferson County,47398,0.168,0.185
WA,Jefferson County,47709,0.168,0.189
WA,King County,68944,0.102,0.165
WA,King County,71779,0.102,0.164
WA,Kitsap County,59354,0.125,0.161
WA,Kitsap County,62516,0.125,0.166
WA,Kittitas County,43649,0.132,0.219
WA,Kittitas County,47287,0.132,0.208
WA,Klickitat County,46001,0.15,0.239
WA,Klickitat County,47960,0.15,0.226
WA,Lewis County,42993,0.169,0.226
WA,Lewis County,41325,0.169,0.223
WA,Lincoln County,46603,0.129,0.199
WA,Lincoln County,47895,0.129,0.203
WA,Mason County,48539,0.181,0.232
WA,Mason County,46886,0.181,0.229
WA,Okanogan County,38537,0.198,0.295
WA,Okanogan County,39014,0.198,0.314
WA,Pacific County,37774,0.19,0.256
WA,Pacific County,35703,0.19,0.242
WA,Pend Oreille County,40304,0.145,0.207
WA,Pend Oreille County,44882,0.145,0.203
WA,Pierce County,57542,0.151,0.193
WA,Pierce County,57619,0.151,0.198
WA,San Juan County,51224,0.09,0.226
WA,San Juan County,56667,0.09,0.247
WA,Skagit County,52886,0.154,0.237
WA,Skagit County,52525,0.154,0.228
WA,Skamania County,53669,0.17,0.191
WA,Skamania County,52967,0.17,0.189
WA,Snohomish County,67068,0.132,0.181
WA,Snohomish County,67443,0.132,0.183
WA,Spokane County,47531,0.139,0.196
WA,Spokane County,47577,0.139,0.186
WA,Stevens County,39948,0.162,0.22
WA,Stevens County,43675,0.162,0.218
WA,Thurston County,58556,0.135,0.17
WA,Thurston County,59877,0.135,0.18
WA,Wahkiakum County,49346,0.195,0.202
WA,Wahkiakum County,46659,0.195,0.192
WA,Walla Walla County,45225,0.154,0.227
WA,Walla Walla County,46294,0.154,0.232
WA,Whatcom County,51509,0.114,0.23
WA,Whatcom County,51119,0.114,0.219
WA,Whitman County,32276,0.095,0.181
WA,Whitman County,42702,0.095,0.175
WA,Yakima County,43428,0.22,0.341
WA,Yakima County,41918,0.22,0.345
WI,Adams County,42241,0.149,0.143
WI,Adams County,43814,0.149,0.145
WI,Ashland County,39134,0.105,0.16
WI,Ashland County,37909,0.105,0.157
WI,Barron County,42676,0.103,0.133
WI,Barron County,44086,0.103,0.137
WI,Bayfield County,44487,0.145,0.166
WI,Bayfield County,45466,0.145,0.166
WI,Brown County,51100,0.141,0.14
WI,Brown County,51956,0.141,0.134
WI,Buffalo County,48009,0.212,0.131
WI,Buffalo County,48418,0.212,0.133
WI,Burnett County,37336,0.14,0.168
WI,Burnett County,41388,0.14,0.161
WI,Calumet County,69658,0.116,0.093
WI,Calumet County,66657,0.116,0.089
WI,Chippewa County,49867,0.11,0.116
WI,Chippewa County,49491,0.11,0.115
WI,Clark County,43133,0.121,0.204
WI,Clark County,42477,0.121,0.201
WI,Columbia County,55986,0.12,0.103
WI,Columbia County,57613,0.12,0.107
WI,Crawford County,41968,0.091,0.128
WI,Crawford County,41598,0.091,0.129
WI,Dane County,60119,0.09,0.097
WI,Dane County,60326,0.09,0.1
WI,Dodge County,51602,0.146,0.113
WI,Dodge County,51623,0.146,0.108
WI,Door County,48055,0.073,0.132
WI,Door County,51761,0.073,0.134
WI,Douglas County,43573,0.154,0.132
WI,Douglas County,43417,0.154,0.137
WI,Dunn County,47214,0.1,0.119
WI,Dunn County,50425,0.1,0.129
WI,Eau Claire County,47895,0.108,0.123
WI,Eau Claire County,49345,0.108,0.119
WI,Florence County,44666,0.159,0.147
WI,Florence County,44139,0.159,0.148
WI,Fond du Lac County,53548,0.116,0.115
WI,Fond du Lac County,54649,0.116,0.123
WI,Forest County,39167,0.124,0.181
WI,Forest County,40153,0.124,0.183
WI,Grant County,46503,0.107,0.141
WI,Grant County,45854,0.107,0.141
WI,Green County,55154,0.072,0.117
WI,Green County,55732,0.072,0.116
WI,Green Lake County,46751,0.177,0.132
WI,Green Lake County,44184,0.177,0.136
WI,Iowa County,52754,,0.113
WI,Iowa County,53186,,0.116
WI,Iron County,39130,0.086,0.142
WI,Iron County,37412,0.086,0.136
WI,Jackson County,43776,0.126,0.143
WI,Jackson County,46442,0.126,0.163
WI,Jefferson County,54141,0.096,0.115
WI,Jefferson County,52399,0.096,0.117
WI,Juneau County,44670,0.183,0.149
WI,Juneau County,45167,0.183,0.152
WI,Kenosha County,54196,0.131,0.134
WI,Kenosha County,51929,0.131,0.137
WI,Kewaunee County,55361,0.105,0.109
WI,Kewaunee County,52954,0.105,0.109
WI,La Crosse County,48129,0.073,0.107
WI,La Crosse County,51324,0.073,0.102
WI,Lafayette County,46348,0.117,0.154
WI,Lafayette County,46422,0.117,0.159
WI,Langlade County,44103,0.158,0.138
WI,Langlade County,42025,0.158,0.151
WI,Lincoln County,48766,0.124,0.117
WI,Lincoln County,47721,0.124,0.116
WI,Manitowoc County,49160,0.148,0.111
WI,Manitowoc County,47835,0.148,0.113
WI,Marathon County,52725,0.15,0.121
WI,Marathon County,51830,0.15,0.13
WI,Marinette County,43064,0.15,0.133
WI,Marinette County,41446,0.15,0.128
WI,Marquette County,43423,0.177,0.133
WI,Marquette County,47760,0.177,0.141
WI,Menominee County,33925,0.171,0.187
WI,Menominee County,32769,0.171,0.195
WI,Milwaukee County,42434,0.141,0.177
WI,Milwaukee County,42058,0.141,0.166
WI,Monroe County,45790,0.115,0.135
WI,Monroe County,51411,0.115,0.155
WI,Oconto County,52156,0.13,0.132
WI,Oconto County,52800,0.13,0.129
WI,Oneida County,44621,0.118,0.122
WI,Oneida County,46773,0.118,0.122
WI,Outagamie County,58058,0.086,0.107
WI,Outagamie County,57124,0.086,0.103
WI,Ozaukee County,76289,0.081,0.073
WI,Ozaukee County,74392,0.081,0.07
WI,Pepin County,48108,0.102,0.131
WI,Pepin County,50728,0.102,0.13
WI,Pierce County,60321,0.112,0.113
WI,Pierce County,60824,0.112,0.1
WI,Polk County,50026,0.117,0.129
WI,Polk County,49138,0.117,0.133
WI,Portage County,46725,0.091,0.114
WI,Portage County,51587,0.091,0.115
