State,County,Median household income,Poor or fair health,Uninsured adults
MT,Park County,40399,0.188,0.251
MT,Park County,42439,0.188,0.266
MT,Phillips County,38913,0.134,0.324
MT,Phillips County,40202,0.134,0.332
MT,Pondera County,37441,0.145,0.31
MT,Pondera County,40694,0.145,0.316
MT,Powell County,37323,0.19,0.26
MT,Powell County,39820,0.19,0.256
MT,Prairie County,41843,,0.251
MT,Ravalli County,38445,0.144,0.267
MT,Ravalli County,39487,0.144,0.279
MT,Richland County,56492,0.119,0.225
MT,Richland County,64171,0.119,0.213
MT,Roosevelt County,34278,0.175,0.337
MT,Roosevelt County,34291,0.175,0.362
MT,Rosebud County,49212,0.155,0.283
MT,Rosebud County,50597,0.155,0.279
MT,Sanders County,33598,0.159,0.338
MT,Sanders County,34847,0.159,0.329
MT,Sheridan County,47842,0.157,0.233
MT,Sheridan County,50292,0.157,0.202
MT,Silver Bow County,39835,0.159,0.228
MT,Silver Bow County,40691,0.159,0.236
MT,Stillwater County,54994,0.093,0.185
MT,Stillwater County,58109,0.093,0.183
MT,Sweet Grass County,43193,0.074,0.231
MT,Sweet Grass County,43146,0.074,0.25
MT,Teton County,41236,0.129,0.274
MT,Teton County,43828,0.129,0.295
MT,Toole County,42057,0.148,0.259
MT,Toole County,44252,0.148,0.25
MT,Valley County,41694,0.165,0.279
MT,Valley County,45747,0.165,0.271
MT,Wheatland County,30385,0.161,0.306
MT,Wheatland County,32519,0.161,0.315
MT,Yellowstone County,49405,0.134,0.234
MT,Yellowstone County,52079,0.134,0.22
NC,Alamance County,41394,0.192,0.259
NC,Alamance County,43001,0.192,0.249
NC,Alexander County,39655,0.178,0.24
NC,Alexander County,46064,0.178,0.239
NC,Alleghany County,34046,0.234,0.32
NC,Alleghany County,37086,0.234,0.319
NC,Anson County,32339,0.191,0.218
NC,Anson County,33443,0.191,0.233
NC,Ashe County,34080,0.225,0.265
NC,Ashe County,35155,0.225,0.288
NC,Avery County,34727,0.216,0.301
NC,Avery County,34933,0.216,0.308
NC,Beaufort County,38256,0.194,0.23
NC,Beaufort County,39043,0.194,0.244
NC,Bertie County,30414,0.275,0.212
NC,Bertie County,31610,0.275,0.213
NC,Bladen County,32766,0.271,0.266
NC,Bladen County,33971,0.271,0.279
NC,Brunswick County,48624,0.175,0.233
NC,Brunswick County,47799,0.175,0.242
NC,Buncombe County,43146,0.139,0.24
NC,Buncombe County,45738,0.139,0.246
NC,Burke County,38581,0.221,0.254
NC,Burke County,36150,0.221,0.256
NC,Cabarrus County,55531,0.155,0.226
NC,Cabarrus County,55046,0.155,0.222
NC,Caldwell County,35127,0.211,0.239
NC,Caldwell County,34811,0.211,0.227
NC,Camden County,53563,0.203,0.188
NC,Camden County,60537,0.203,0.183
NC,Carteret County,48930,0.176,0.225
NC,Carteret County,46227,0.176,0.241
NC,Caswell County,39615,0.205,0.22
NC,Caswell County,37122,0.205,0.222
NC,Catawba County,42080,0.182,0.244
NC,Catawba County,43777,0.182,0.243
NC,Chatham County,55371,0.194,0.227
NC,Chatham County,56981,0.194,0.232
NC,Cherokee County,31370,0.214,0.257
NC,Cherokee County,34476,0.214,0.254
NC,Chowan County,37458,0.231,0.234
NC,Chowan County,39143,0.231,0.224
NC,Clay County,36871,0.184,0.257
NC,Clay County,37078,0.184,0.263
NC,Cleveland County,38265,0.194,0.223
NC,Cleveland County,40528,0.194,0.226
NC,Columbus County,33765,0.286,0.26
NC,Columbus County,35026,0.286,0.262
NC,Craven County,47087,0.145,0.232
NC,Craven County,45022,0.145,0.224
NC,Cumberland County,45110,0.175,0.211
NC,Cumberland County,44038,0.175,0.214
NC,Currituck County,54822,,0.208
NC,Currituck County,57577,,0.213
NC,Dare County,51900,0.213,0.239
NC,Dare County,52083,0.213,0.241
NC,Davidson County,43824,0.208,0.233
NC,Davidson County,40424,0.208,0.23
NC,Davie County,49984,0.148,0.196
NC,Davie County,49708,0.148,0.218
NC,Duplin County,36075,0.341,0.335
NC,Duplin County,38106,0.341,0.33
NC,Durham County,50889,0.166,0.232
NC,Durham County,52331,0.166,0.238
NC,Edgecombe County,32002,0.198,0.234
NC,Edgecombe County,33080,0.198,0.225
NC,Forsyth County,43049,0.142,0.229
NC,Forsyth County,46163,0.142,0.243
NC,Franklin County,42346,0.166,0.257
NC,Franklin County,39312,0.166,0.255
NC,Gaston County,41614,0.208,0.238
NC,Gaston County,42461,0.208,0.241
NC,Gates County,44273,0.204,0.199
NC,Gates County,48194,0.204,0.203
NC,Graham County,32883,0.24,0.276
NC,Graham County,33553,0.24,0.264
NC,Granville County,46303,0.185,0.202
NC,Granville County,48680,0.185,0.228
NC,Greene County,35050,0.384,0.28
NC,Greene County,39481,0.384,0.285
NC,Guilford County,43299,0.122,0.23
NC,Guilford County,46093,0.122,0.239
NC,Halifax County,31253,0.296,0.23
NC,Halifax County,32597,0.296,0.23
NC,Harnett County,44998,0.188,0.266
NC,Harnett County,45257,0.188,0.252
NC,Haywood County,40022,0.18,0.22
NC,Haywood County,39320,0.18,0.227
NC,Henderson County,45168,0.172,0.251
NC,Henderson County,44561,0.172,0.261
NC,Hertford County,31861,0.262,0.22
NC,Hertford County,33616,0.262,0.243
NC,Hoke County,44717,0.217,0.294
NC,Hoke County,43987,0.217,0.289
NC,Hyde County,35301,,0.272
NC,Hyde County,36681,,0.289
NC,Iredell County,49666,0.167,0.219
NC,Iredell County,49983,0.167,0.231
NC,Jackson County,37049,0.213,0.307
NC,Jackson County,40511,0.213,0.301
NC,Johnston County,48773,0.204,0.235
NC,Johnston County,50904,0.204,0.263
NC,Jones County,35159,0.189,0.247
NC,Jones County,39602,0.189,0.251
NC,Lee County,43424,0.201,0.275
NC,Lee County,48061,0.201,0.272
NC,Lenoir County,35634,0.25,0.246
NC,Lenoir County,34127,0.25,0.261
NC,Lincoln County,47799,0.203,0.235
NC,Lincoln County,50537,0.203,0.219
NC,Macon County,36438,0.173,0.288
NC,Macon County,37219,0.173,0.307
NC,Madison County,37644,0.196,0.225
NC,Madison County,37479,0.196,0.229
NC,Martin County,33159,0.221,0.219
NC,Martin County,34761,0.221,0.236
NC,McDowell County,36584,0.288,0.209
NC,McDowell County,36840,0.288,0.238
NC,Mecklenburg County,55392,0.142,0.225
NC,Mecklenburg County,54657,0.142,0.23
NC,Mitchell County,36210,0.196,0.235
NC,Mitchell County,38303,0.196,0.215
NC,Montgomery County,35272,,0.291
NC,Montgomery County,35613,,0.296
NC,Moore County,49670,0.154,0.225
NC,Moore County,50169,0.154,0.221
NC,Nash County,40937,0.202,0.218
NC,Nash County,41575,0.202,0.236
NC,New Hanover County,50890,0.15,0.227
NC,New Hanover County,48651,0.15,0.221
NC,Northampton County,31217,0.246,0.213
NC,Northampton County,31732,0.246,0.21
NC,Onslow County,44263,0.166,0.193
NC,Onslow County,45213,0.166,0.211
NC,Orange County,53026,0.128,0.19
NC,Orange County,59472,0.128,0.172
NC,Pamlico County,41004,,0.215
NC,Pamlico County,43517,,0.224
NC,Pasquotank County,43935,0.205,0.217
NC,Pasquotank County,40094,0.205,0.23
NC,Pender County,43318,0.152,0.243
NC,Pender County,44949,0.152,0.254
NC,Perquimans County,42494,0.201,0.211
NC,Perquimans County,42504,0.201,0.218
NC,Person County,42546,0.139,0.209
NC,Person County,42091,0.139,0.217
NC,Pitt County,39343,0.165,0.204
NC,Pitt County,40940,0.165,0.227
NC,Polk County,41719,0.108,0.234
NC,Polk County,43665,0.108,0.24
NC,Randolph County,41815,0.191,0.265
NC,Randolph County,40896,0.191,0.268
NC,Richmond County,30726,0.267,0.274
NC,Richmond County,32825,0.267,0.268
NC,Robeson County,29965,0.258,0.344
NC,Robeson County,30248,0.258,0.337
NC,Rockingham County,37577,0.244,0.219
NC,Rockingham County,40446,0.244,0.229
NC,Rowan County,40400,0.22,0.241
NC,Rowan County,41475,0.22,0.255
NC,Rutherford County,34193,0.24,0.239
NC,Rutherford County,35544,0.24,0.24
NC,Sampson County,37420,0.255,0.293
NC,Sampson County,35890,0.255,0.291
NC,Scotland County,31704,0.276,0.256
NC,Scotland County,32314,0.276,0.255
NC,Stanly County,42816,0.262,0.223
NC,Stanly County,42801,0.262,0.218
NC,Stokes County,42272,0.183,0.208
NC,Stokes County,44552,0.183,0.215
NC,Surry County,36934,0.238,0.259
NC,Surry County,36221,0.238,0.27
NC,Swain County,36280,0.219,0.279
NC,Swain County,34552,0.219,0.291
NC,Transylvania County,40642,0.107,0.25
NC,Transylvania County,40578,0.107,0.248
NC,Tyrrell County,30728,,0.293
NC,Tyrrell County,32642,,0.296
NC,Union County,61260,0.156,0.219
NC,Union County,63912,0.156,0.206
NC,Vance County,34371,0.27,0.239
NC,Vance County,35565,0.27,0.25
NC,Wake County,64107,0.111,0.185
NC,Wake County,65433,0.111,0.182
NC,Warren County,33068,0.191,0.252
NC,Warren County,33767,0.191,0.263
NC,Washington County,32545,0.175,0.195
NC,Washington County,31596,0.175,0.215
NC,Watauga County,38563,0.131,0.225
NC,Watauga County,38380,0.131,0.234
NC,Wayne County,38776,0.18,0.251
NC,Wayne County,41526,0.18,0.253
NC,Wilkes County,35362,0.203,0.254
NC,Wilkes County,35895,0.203,0.266
NC,Wilson County,37440,0.159,0.248
NC,Wilson County,40772,0.159,0.262
NC,Yadkin County,40012,0.207,0.252
NC,Yadkin County,40998,0.207,0.242
NC,Yancey County,36019,0.193,0.268
NC,Yancey County,35866,0.193,0.246
ND,Adams County,45829,0.13,0.151
ND,Adams County,44833,0.13,0.158
ND,Barnes County,50820,0.096,0.134
ND,Barnes County,52035,0.096,0.133
ND,Benson County,36435,0.179,0.223
ND,Benson County,42326,0.179,0.242
ND,Bottineau County,50756,0.113,0.168
ND,Bottineau County,61279,0.113,0.157
ND,Bowman County,56238,0.142,0.133
ND,Bowman County,60429,0.142,0.151
ND,Burke County,53347,0.078,0.113
ND,Burke County,60416,0.078,0.111
ND,Burleigh County,62104,0.095,0.115
ND,Burleigh County,63503,0.095,0.117
ND,Cass County,51995,0.103,0.129
ND,Cass County,53077,0.103,0.132
ND,Cavalier County,56685,0.065,0.123
ND,Cavalier County,53577,0.065,0.122
ND,Dickey County,50978,0.092,0.14
ND,Dickey County,52414,0.092,0.146
ND,Divide County,53885,0.087,0.129
ND,Divide County,63616,0.087,0.142
ND,Dunn County,62424,0.141,0.165
ND,Dunn County,69914,0.141,0.157
ND,Eddy County,42908,0.128,0.153
ND,Eddy County,46875,0.128,0.162
ND,Emmons County,42018,0.105,0.191
ND,Emmons County,43438,0.105,0.197
ND,Foster County,49499,0.109,0.114
ND,Foster County,55172,0.109,0.123
ND,Golden Valley County,48103,0.088,0.172
ND,Grand Forks County,44376,0.106,0.127
ND,Grand Forks County,49697,0.106,0.137
ND,Grant County,38524,0.08,0.24
ND,Griggs County,45679,0.054,0.135
ND,Griggs County,50570,0.054,0.145
ND,Hettinger County,48179,0.087,0.147
ND,Hettinger County,60171,0.087,0.143
ND,Kidder County,40749,0.132,0.186
ND,Kidder County,47390,0.132,0.212
ND,LaMoure County,55359,0.106,0.138
ND,LaMoure County,55388,0.106,0.133
ND,Logan County,48520,0.134,0.219
ND,McHenry County,44266,0.121,0.167
ND,McHenry County,49078,0.121,0.179
ND,McIntosh County,40068,0.117,0.185
ND,McIntosh County,40540,0.117,0.187
ND,McKenzie County,67995,0.116,0.161
ND,McKenzie County,75699,0.116,0.164
ND,McLean County,52584,0.127,0.142
ND,McLean County,53604,0.127,0.146
ND,Mercer County,64477,0.147,0.109
ND,Mercer County,70150,0.147,0.112
ND,Morton County,54909,0.118,0.14
ND,Morton County,59650,0.118,0.136
ND,Mountrail County,59583,0.19,0.184
ND,Mountrail County,65546,0.19,0.193
ND,Nelson County,46292,0.115,0.153
ND,Nelson County,55915,0.115,0.143
ND,Pembina County,48649,0.101,0.135
ND,Pembina County,53983,0.101,0.137
ND,Pierce County,43499,0.136,0.165
ND,Pierce County,44585,0.136,0.161
ND,Ramsey County,50457,0.106,0.152
ND,Ramsey County,49299,0.106,0.165
ND,Ransom County,51628,0.137,0.124
ND,Ransom County,58578,0.137,0.124
ND,Renville County,61533,,0.125
ND,Richland County,55420,0.112,0.131
ND,Richland County,54312,0.112,0.131
ND,Rolette County,36158,0.218,0.237
ND,Rolette County,34836,0.218,0.261
ND,Sargent County,56119,0.087,0.108
ND,Sargent County,58672,0.087,0.111
ND,Sioux County,31337,0.268,0.209
ND,Sioux County,34491,0.268,0.256
ND,Stark County,63886,0.13,0.12
ND,Stark County,69566,0.13,0.124
ND,Stutsman County,46485,0.119,0.125
ND,Stutsman County,50941,0.119,0.13
ND,Towner County,52033,0.104,0.15
ND,Towner County,55199,0.104,0.157
ND,Traill County,51218,0.128,0.123
ND,Traill County,57006,0.128,0.126
ND,Walsh County,47425,0.144,0.16
ND,Walsh County,48301,0.144,0.155
ND,Ward County,56647,0.104,0.139
ND,Ward County,56192,0.104,0.129
ND,Wells County,48422,0.124,0.142
ND,Wells County,54251,0.124,0.141
ND,Williams County,79265,0.108,0.125
ND,Williams County,84237,0.108,0.119
NE,Adams County,46902,0.127,0.171
NE,Adams County,52267,0.127,0.167
NE,Antelope County,45135,0.115,0.186
NE,Antelope County,48814,0.115,0.16
NE,Boone County,50722,0.098,0.146
NE,Boone County,50156,0.098,0.14
NE,Box Butte County,53635,0.133,0.156
NE,Box Butte County,54120,0.133,0.149
NE,Boyd County,37835,0.108,0.22
NE,Boyd County,39838,0.108,0.19
NE,Brown County,38907,0.214,0.214
NE,Brown County,39861,0.214,0.212
NE,Buffalo County,51959,0.103,0.153
NE,Buffalo County,52333,0.103,0.149
NE,Burt County,46553,0.128,0.174
NE,Burt County,47749,0.128,0.156
NE,Butler County,49880,0.136,0.128
NE,Butler County,46211,0.136,0.136
NE,Cass County,59962,0.082,0.119
NE,Cass County,63738,0.082,0.116
NE,Cedar County,52102,0.098,0.173
NE,Cedar County,56300,0.098,0.155
NE,Chase County,47787,0.082,0.2
NE,Chase County,52924,0.082,0.193
NE,Cherry County,42043,0.122,0.215
NE,Cherry County,43229,0.122,0.195
NE,Cheyenne County,50466,0.124,0.132
NE,Cheyenne County,53430,0.124,0.121
NE,Clay County,48370,0.125,0.173
NE,Clay County,50587,0.125,0.16
NE,Colfax County,47756,0.153,0.266
NE,Colfax County,51103,0.153,0.252
NE,Cuming County,48122,0.125,0.19
NE,Cuming County,50252,0.125,0.174
NE,Custer County,43425,0.115,0.19
NE,Custer County,44608,0.115,0.168
NE,Dakota County,46582,0.19,0.251
NE,Dakota County,45631,0.19,0.242
NE,Dawes County,38196,0.145,0.209
NE,Dawes County,39507,0.145,0.201
NE,Dawson County,46818,0.134,0.255
NE,Dawson County,44976,0.134,0.242
NE,Deuel County,42152,0.105,0.186
NE,Deuel County,48523,0.105,0.169
NE,Dixon County,46124,0.096,0.181
NE,Dixon County,47637,0.096,0.171
NE,Dodge County,47367,0.135,0.181
NE,Dodge County,48671,0.135,0.167
NE,Douglas County,51189,0.123,0.172
NE,Douglas County,51959,0.123,0.164
NE,Dundy County,40294,0.133,0.197
NE,Dundy County,47098,0.133,0.187
NE,Fillmore County,48438,0.097,0.158
NE,Fillmore County,52606,0.097,0.135
NE,Franklin County,43406,0.127,0.179
NE,Franklin County,44871,0.127,0.159
NE,Frontier County,47799,0.099,0.175
NE,Furnas County,42517,0.108,0.185
NE,Furnas County,41446,0.108,0.169
NE,Gage County,45588,0.175,0.139
NE,Gage County,45212,0.175,0.136
NE,Garden County,38142,0.138,0.19
NE,Garden County,38837,0.138,0.184
NE,Garfield County,37292,0.074,0.242
NE,Garfield County,40758,0.074,0.204
NE,Gosper County,50931,0.089,0.146
NE,Gosper County,58357,0.089,0.137
NE,Greeley County,40744,0.094,0.205
NE,Greeley County,42743,0.094,0.211
NE,Hall County,46641,0.144,0.219
NE,Hall County,49750,0.144,0.211
NE,Hamilton County,58433,0.112,0.126
NE,Hamilton County,54663,0.112,0.119
NE,Harlan County,43882,0.114,0.174
NE,Harlan County,45806,0.114,0.159
NE,Hitchcock County,42059,0.128,0.198
NE,Hitchcock County,40217,0.128,0.171
NE,Holt County,43861,0.124,0.18
NE,Holt County,44518,0.124,0.17
NE,Howard County,50518,0.115,0.159
NE,Howard County,49496,0.115,0.158
NE,Jefferson County,42186,0.154,0.159
NE,Jefferson County,46252,0.154,0.141
NE,Johnson County,42970,0.139,0.176
NE,Johnson County,46456,0.139,0.169
NE,Kearney County,55422,0.082,0.133
NE,Kearney County,57823,0.082,0.119
NE,Keith County,41303,0.148,0.189
NE,Keith County,42851,0.148,0.175
NE,Kimball County,42545,0.16,0.194
NE,Kimball County,45023,0.16,0.176
NE,Knox County,45180,0.119,0.218
NE,Knox County,41066,0.119,0.205
NE,Lancaster County,50478,0.101,0.145
NE,Lancaster County,52275,0.101,0.15
NE,Lincoln County,48141,0.148,0.146
NE,Lincoln County,52395,0.148,0.144
NE,Madison County,45822,0.13,0.179
NE,Madison County,45738,0.13,0.173
NE,Merrick County,47236,0.106,0.165
NE,Merrick County,50317,0.106,0.154
NE,Morrill County,43513,0.156,0.188
NE,Morrill County,47296,0.156,0.191
NE,Nance County,44501,0.119,0.185
NE,Nance County,45091,0.119,0.165
NE,Nemaha County,45033,0.125,0.152
NE,Nemaha County,48892,0.125,0.138
NE,Nuckolls County,41892,0.113,0.171
NE,Nuckolls County,44139,0.113,0.16
NE,Otoe County,50907,0.115,0.145
NE,Otoe County,52565,0.115,0.134
NE,Pawnee County,39684,0.13,0.177
NE,Pawnee County,38735,0.13,0.184
NE,Perkins County,52339,0.092,0.167
NE,Perkins County,53893,0.092,0.157
NE,Phelps County,50879,0.101,0.131
NE,Phelps County,53607,0.101,0.128
NE,Pierce County,50194,0.083,0.166
NE,Pierce County,50807,0.083,0.144
NE,Platte County,55607,0.127,0.178
NE,Platte County,52368,0.127,0.162
NE,Polk County,54850,0.08,0.145
NE,Polk County,56618,0.08,0.137
NE,Red Willow County,44591,0.15,0.16
NE,Red Willow County,44826,0.15,0.145
NE,Richardson County,39760,0.145,0.192
NE,Richardson County,41679,0.145,0.17
NE,Saline County,48762,0.131,0.194
NE,Saline County,49047,0.131,0.187
NE,Sarpy County,68118,0.1,0.116
NE,Sarpy County,67740,0.1,0.099
NE,Saunders County,59831,0.105,0.127
NE,Saunders County,61174,0.105,0.123
NE,Scotts Bluff County,43554,0.141,0.194
NE,Scotts Bluff County,43406,0.141,0.194
NE,Seward County,60642,0.079,0.115
NE,Seward County,59053,0.079,0.104
NE,Sheridan County,44613,0.125,0.217
NE,Sheridan County,38411,0.125,0.21
NE,Sherman County,42043,0.143,0.194
NE,Sherman County,41224,0.143,0.176
NE,Stanton County,54152,0.135,0.151
NE,Stanton County,54263,0.135,0.131
NE,Thayer County,45023,0.127,0.148
NE,Thayer County,43938,0.127,0.144
NE,Thurston County,40266,0.177,0.257
NE,Thurston County,38558,0.177,0.263
NE,Valley County,41737,0.131,0.17
NE,Valley County,44105,0.131,0.17
NE,Washington County,63817,0.082,0.107
NE,Washington County,66160,0.082,0.1
NE,Wayne County,47240,0.117,0.16
NE,Wayne County,49981,0.117,0.134
NE,Webster County,40250,0.125,0.177
NE,Webster County,42305,0.125,0.163
NE,York County,50110,0.114,0.142
NE,York County,56687,0.114,0.138
NH,Belknap County,55033,0.123,0.18
NH,Belknap County,57568,0.123,0.179
NH,Carroll County,50495,0.129,0.207
NH,Carroll County,50598,0.129,0.211
NH,Cheshire County,54819,0.132,0.166
NH,Cheshire County,52246,0.132,0.165
NH,Coos County,40162,0.181,0.204
NH,Coos County,40917,0.181,0.197
NH,Grafton County,52532,0.105,0.186
NH,Grafton County,55131,0.105,0.183
NH,Hillsborough County,68150,0.111,0.145
NH,Hillsborough County,67162,0.111,0.151
NH,Merrimack County,59186,0.105,0.149
NH,Merrimack County,64068,0.105,0.15
NH,Rockingham County,76285,0.098,0.129
NH,Rockingham County,74785,0.098,0.125
NH,Strafford County,53575,0.139,0.175
NH,Strafford County,59290,0.139,0.166
NH,Sullivan County,57444,0.12,0.179
NH,Sullivan County,52114,0.12,0.173
NJ,Atlantic County,50881,0.184,0.211
NJ,Atlantic County,51668,0.184,0.216
NJ,Bergen County,82001,0.122,0.167
NJ,Bergen County,81615,0.122,0.163
NJ,Burlington County,74285,0.124,0.129
NJ,Burlington County,76868,0.124,0.124
NJ,Camden County,58572,0.169,0.177
NJ,Camden County,57641,0.169,0.18
NJ,Cape May County,55175,0.135,0.183
NJ,Cape May County,56520,0.135,0.17
NJ,Cumberland County,46491,0.246,0.233
NJ,Cumberland County,45850,0.246,0.226
NJ,Essex County,51019,0.174,0.24
NJ,Essex County,53358,0.174,0.232
NJ,Gloucester County,72248,0.137,0.134
NJ,Gloucester County,71137,0.137,0.125
NJ,Hudson County,56087,0.23,0.269
NJ,Hudson County,55699,0.23,0.262
NJ,Hunterdon County,103301,0.079,0.089
NJ,Hunterdon County,107203,0.079,0.091
NJ,Mercer County,67662,0.139,0.174
NJ,Mercer County,70575,0.139,0.157
NJ,Middlesex County,77044,0.137,0.189
NJ,Middlesex County,76515,0.137,0.176
NJ,Monmouth County,81190,0.111,0.153
NJ,Monmouth County,83424,0.111,0.145
NJ,Morris County,95236,0.089,0.115
NJ,Morris County,99950,0.089,0.121
NJ,Ocean County,59022,0.138,0.161
NJ,Ocean County,59888,0.138,0.165
NJ,Passaic County,58073,0.21,0.26
NJ,Passaic County,57426,0.21,0.259
NJ,Salem County,57939,0.167,0.161
NJ,Salem County,58483,0.167,0.16
NJ,Somerset County,95574,0.092,0.122
NJ,Somerset County,96947,0.092,0.116
NJ,Sussex County,85036,0.121,0.126
NJ,Sussex County,85747,0.121,0.126
NJ,Union County,64698,0.171,0.222
NJ,Union County,64272,0.171,0.218
NJ,Warren County,70560,0.134,0.14
NJ,Warren County,68011,0.134,0.153
NM,Bernalillo County,46200,0.143,0.253
NM,Bernalillo County,48053,0.143,0.236
NM,Catron County,30257,0.226,0.321
NM,Catron County,32644,0.226,0.291
NM,Chaves County,38008,0.238,0.339
NM,Chaves County,41388,0.238,0.301
NM,Cibola County,34783,0.219,0.332
NM,Cibola County,36307,0.219,0.312
NM,Colfax County,36620,0.177,0.254
NM,Colfax County,37152,0.177,0.235
NM,Curry County,39472,0.194,0.281
NM,Curry County,39186,0.194,0.256
NM,DeBaca County,30895,0.253,0.318
NM,DeBaca County,33045,0.253,0.329
NM,Dona Ana County,37230,0.219,0.332
NM,Dona Ana County,36831,0.219,0.316
NM,Eddy County,48001,0.208,0.228
NM,Eddy County,49865,0.208,0.214
NM,Grant County,35842,0.189,0.251
NM,Grant County,39220,0.189,0.228
NM,Guadalupe County,29659,0.128,0.262
NM,Guadalupe County,29924,0.128,0.251
NM,Hidalgo County,33230,,0.293
NM,Hidalgo County,32993,,0.258
NM,Lea County,48028,0.217,0.31
NM,Lea County,53556,0.217,0.292
NM,Lincoln County,38896,0.116,0.32
NM,Lincoln County,40756,0.116,0.29
NM,Los Alamos County,112115,0.086,0.055
NM,Los Alamos County,110930,0.086,0.057
NM,Luna County,27852,0.205,0.369
NM,Luna County,28040,0.205,0.339
NM,McKinley County,29821,0.174,0.428
NM,McKinley County,27790,0.174,0.406
NM,Mora County,26455,0.182,0.271
NM,Mora County,29263,0.182,0.246
NM,Otero County,38764,0.185,0.311
NM,Otero County,41960,0.185,0.298
NM,Quay County,30557,0.253,0.275
NM,Quay County,30496,0.253,0.236
NM,Rio Arriba County,36900,0.24,0.297
NM,Rio Arriba County,36716,0.24,0.299
NM,Roosevelt County,34781,0.174,0.324
NM,Roosevelt County,35322,0.174,0.29
NM,San Juan County,45901,0.167,0.344
NM,San Juan County,44417,0.167,0.325
NM,San Miguel County,31285,0.253,0.257
NM,San Miguel County,31222,0.253,0.242
NM,Sandoval County,57376,0.132,0.231
NM,Sandoval County,56190,0.132,0.202
NM,Santa Fe County,50716,0.145,0.289
NM,Santa Fe County,51697,0.145,0.298
NM,Sierra County,28029,0.259,0.276
NM,Sierra County,29680,0.259,0.277
NM,Socorro County,32809,0.22,0.309
NM,Socorro County,32090,0.22,0.301
NM,Taos County,29637,0.171,0.309
NM,Taos County,33021,0.171,0.314
NM,Torrance County,32952,0.205,0.32
NM,Torrance County,35046,0.205,0.308
NM,Union County,33570,0.149,0.28
NM,Union County,37902,0.149,0.274
NM,Valencia County,40159,0.206,0.279
NM,Valencia County,41412,0.206,0.277
NV,Carson City,48227,0.177,0.264
NV,Carson City,47476,0.177,0.271
NV,Churchill County,49463,0.136,0.24
NV,Churchill County,50158,0.136,0.259
NV,Clark County,49583,0.179,0.275
NV,Clark County,51071,0.179,0.285
NV,Douglas County,60869,0.148,0.208
NV,Douglas County,56613,0.148,0.216
NV,Elko County,68759,0.181,0.241
NV,Elko County,71354,0.181,0.239
NV,Eureka County,62864,,0.192
NV,Eureka County,66592,,0.22
NV,Humboldt County,63772,0.145,0.259
NV,Humboldt County,66290,0.145,0.268
NV,Lander County,67424,0.169,0.223
NV,Lander County,69658,0.169,0.223
NV,Lincoln County,43617,0.121,0.266
NV,Lincoln County,44366,0.121,0.277
NV,Lyon County,48035,0.161,0.26
NV,Lyon County,46526,0.161,0.286
NV,Mineral County,40308,0.191,0.251
NV,Mineral County,40496,0.191,0.253
NV,Nye County,41426,0.198,0.253
NV,Nye County,42998,0.198,0.276
NV,Pershing County,45192,0.19,0.282
NV,Pershing County,51548,0.19,0.27
NV,Storey County,53471,0.158,0.223
NV,Storey County,59785,0.158,0.243
NV,Washoe County,49449,0.153,0.268
NV,Washoe County,53565,0.153,0.26
NV,White Pine County,50417,0.201,0.214
NV,White Pine County,52588,0.201,0.218
NY,Albany County,57951,0.129,0.11
NY,Albany County,55778,0.129,0.115
NY,Allegany County,41623,0.163,0.134
NY,Allegany County,41849,0.163,0.131
NY,Bronx County,32510,0.242,0.216
NY,Bronx County,33079,0.242,0.207
NY,Broome County,44709,0.133,0.142
NY,Broome County,45142,0.133,0.129
NY,Cattaraugus County,42822,0.182,0.163
NY,Cattaraugus County,40936,0.182,0.157
NY,Cayuga County,49412,0.114,0.143
NY,Cayuga County,48976,0.114,0.126
NY,Chautauqua County,41194,0.16,0.124
NY,Chautauqua County,40468,0.16,0.127
NY,Chemung County,45193,0.193,0.119
NY,Chemung County,45337,0.193,0.117
NY,Chenango County,42747,0.103,0.15
NY,Chenango County,44328,0.103,0.137
NY,Clinton County,49198,0.145,0.129
NY,Clinton County,45900,0.145,0.123
NY,Columbia County,52891,0.131,0.141
NY,Columbia County,57094,0.131,0.14
NY,Cortland County,45781,0.173,0.123
NY,Cortland County,46163,0.173,0.117
NY,Delaware County,41195,0.115,0.152
NY,Delaware County,43380,0.115,0.149
NY,Dutchess County,66677,0.12,0.128
NY,Dutchess County,69300,0.12,0.127
NY,Erie County,50370,0.134,0.118
NY,Erie County,51123,0.134,0.106
NY,Essex County,45676,0.082,0.142
NY,Essex County,46337,0.082,0.142
NY,Franklin County,44697,0.152,0.166
NY,Franklin County,42672,0.152,0.17
NY,Fulton County,43918,0.181,0.14
NY,Fulton County,42264,0.181,0.137
NY,Genesee County,50476,0.12,0.143
NY,Genesee County,42641,0.12,0.134
NY,Greene County,45773,0.109,0.14
NY,Greene County,50190,0.109,0.135
NY,Hamilton County,44957,,0.166
NY,Hamilton County,45737,,0.143
NY,Herkimer County,45137,0.142,0.14
NY,Herkimer County,42460,0.142,0.139
NY,Jefferson County,46008,0.141,0.139
NY,Jefferson County,46510,0.141,0.14
NY,Kings County,44850,0.184,0.199
NY,Kings County,47067,0.184,0.194
NY,Lewis County,46952,0.167,0.159
NY,Lewis County,45926,0.167,0.153
NY,Livingston County,52549,0.101,0.111
NY,Livingston County,51901,0.101,0.114
NY,Madison County,48220,0.149,0.119
NY,Madison County,51057,0.149,0.116
