State,County,Median household income
LA,St. Landry Parish,33781
LA,St. Martin Parish,41875
LA,St. Martin Parish,42110
LA,St. Mary Parish,37720
LA,St. Mary Parish,39608
LA,St. Tammany Parish,58383
LA,St. Tammany Parish,61655
LA,Tangipahoa Parish,36573
LA,Tangipahoa Parish,40228
LA,Tensas Parish,26909
LA,Tensas Parish,28021
LA,Terrebonne Parish,48472
LA,Terrebonne Parish,51716
LA,Union Parish,35066
LA,Union Parish,35825
LA,Vermilion Parish,45419
LA,Vermilion Parish,43434
LA,Vernon Parish,43803
LA,Vernon Parish,42772
LA,Washington Parish,30986
LA,Washington Parish,31630
LA,Webster Parish,36000
LA,Webster Parish,35762
LA,West Baton Rouge Parish,47301
LA,West Baton Rouge Parish,48848
LA,West Carroll Parish,32666
LA,West Carroll Parish,34611
LA,West Feliciana Parish,50802
LA,West Feliciana Parish,52626
LA,Winn Parish,35705
LA,Winn Parish,35674
MA,Barnstable County,58616
MA,Barnstable County,60685
MA,Berkshire County,46660
MA,Berkshire County,51431
MA,Bristol County,53670
MA,Bristol County,53626
MA,Dukes County,56784
MA,Dukes County,58276
MA,Essex County,67408
MA,Essex County,67235
MA,Franklin County,54159
MA,Franklin County,51828
MA,Hampden County,48386
MA,Hampden County,48560
MA,Hampshire County,58206
MA,Hampshire County,61911
MA,Middlesex County,81924
MA,Middlesex County,82118
MA,Nantucket County,70286
MA,Nantucket County,71259
MA,Norfolk County,80192
MA,Norfolk County,83830
MA,Plymouth County,72795
MA,Plymouth County,75264
MA,Suffolk County,50884
MA,Suffolk County,54164
MA,Worcester County,62318
MA,Worcester County,62268
MD,Allegany County,38670
MD,Allegany County,39994
MD,Anne Arundel County,87083
MD,Anne Arundel County,85685
MD,Baltimore County,62413
MD,Baltimore County,64624
MD,Baltimore city,39077
MD,Baltimore city,41988
MD,Calvert County,87215
MD,Calvert County,91993
MD,Caroline County,48772
MD,Caroline County,46015
MD,Carroll County,79304
MD,Carroll County,82073
MD,Cecil County,62443
MD,Cecil County,64880
MD,Charles County,89203
MD,Charles County,87577
MD,Dorchester County,41931
MD,Dorchester County,42542
MD,Frederick County,80427
MD,Frederick County,83489
MD,Garrett County,41515
MD,Garrett County,44404
MD,Harford County,76220
MD,Harford County,77453
MD,Howard County,108234
MD,Howard County,108503
MD,Kent County,49969
MD,Kent County,55695
MD,Montgomery County,94365
MD,Montgomery County,97873
MD,Prince George's County,69258
MD,Prince George's County,71682
MD,Queen Anne's County,79012
MD,Queen Anne's County,80143
MD,Somerset County,34454
MD,Somerset County,36106
MD,St. Mary's County,85478
MD,St. Mary's County,78274
MD,Talbot County,61529
MD,Talbot County,57525
MD,Washington County,52604
MD,Washington County,55643
MD,Wicomico County,50204
MD,Wicomico County,47536
MD,Worcester County,55875
MD,Worcester County,52276
ME,Androscoggin County,43692
ME,Androscoggin County,44097
ME,Aroostook County,37996
ME,Aroostook County,37092
ME,Cumberland County,55456
ME,Cumberland County,55020
ME,Franklin County,36729
ME,Franklin County,41154
ME,Hancock County,45564
ME,Hancock County,44463
ME,Kennebec County,45779
ME,Kennebec County,45151
ME,Knox County,46850
ME,Knox County,48352
ME,Lincoln County,50379
ME,Lincoln County,48908
ME,Oxford County,41280
ME,Oxford County,38932
ME,Penobscot County,41820
ME,Penobscot County,43615
ME,Piscataquis County,35816
ME,Piscataquis County,36553
ME,Sagadahoc County,51168
ME,Sagadahoc County,52279
ME,Somerset County,38706
ME,Somerset County,38279
ME,Waldo County,39917
ME,Waldo County,43203
ME,Washington County,36657
ME,Washington County,35754
ME,York County,52663
ME,York County,55163
MI,Alcona County,37443
MI,Alcona County,36334
MI,Alger County,38916
MI,Alger County,38821
MI,Allegan County,50786
MI,Allegan County,55274
MI,Alpena County,37330
MI,Alpena County,38784
MI,Antrim County,42419
MI,Antrim County,46890
MI,Arenac County,37924
MI,Arenac County,38201
MI,Baraga County,38581
MI,Baraga County,40402
MI,Barry County,55522
MI,Barry County,51040
MI,Bay County,44242
MI,Bay County,42305
MI,Benzie County,42675
MI,Benzie County,43145
MI,Berrien County,43324
MI,Berrien County,44291
MI,Branch County,43429
MI,Branch County,43947
MI,Calhoun County,40847
MI,Calhoun County,44343
MI,Cass County,44233
MI,Cass County,42875
MI,Charlevoix County,44541
MI,Charlevoix County,45629
MI,Cheboygan County,37610
MI,Cheboygan County,37949
MI,Chippewa County,40273
MI,Chippewa County,45416
MI,Clare County,32274
MI,Clare County,33605
MI,Clinton County,59008
MI,Clinton County,61733
MI,Crawford County,37169
MI,Crawford County,37627
MI,Delta County,42116
MI,Delta County,41287
MI,Dickinson County,42025
MI,Dickinson County,43290
MI,Eaton County,55229
MI,Eaton County,53764
MI,Emmet County,49647
MI,Emmet County,48399
MI,Genesee County,40483
MI,Genesee County,41393
MI,Gladwin County,37442
MI,Gladwin County,35049
MI,Gogebic County,34444
MI,Gogebic County,33679
MI,Grand Traverse County,51030
MI,Grand Traverse County,50755
MI,Gratiot County,42657
MI,Gratiot County,42026
MI,Hillsdale County,40179
MI,Hillsdale County,40363
MI,Houghton County,35758
MI,Houghton County,36947
MI,Huron County,40459
MI,Huron County,41044
MI,Ingham County,43864
MI,Ingham County,44979
MI,Ionia County,50695
MI,Ionia County,49047
MI,Iosco County,34343
MI,Iosco County,36103
MI,Iron County,34167
MI,Iron County,34698
MI,Isabella County,38041
MI,Isabella County,39991
MI,Jackson County,43827
MI,Jackson County,45002
MI,Kalamazoo County,45093
MI,Kalamazoo County,46445
MI,Kalkaska County,40135
MI,Kalkaska County,39269
MI,Kent County,50674
MI,Kent County,51997
MI,Lake County,30897
MI,Lake County,30656
MI,Lapeer County,51627
MI,Lapeer County,53506
MI,Leelanau County,54494
MI,Leelanau County,56335
MI,Lenawee County,48427
MI,Lenawee County,46693
MI,Livingston County,75744
MI,Livingston County,71075
MI,Luce County,38384
MI,Luce County,38284
MI,Mackinac County,36562
MI,Mackinac County,38839
MI,Macomb County,52275
MI,Macomb County,52954
MI,Manistee County,39319
MI,Manistee County,41258
MI,Marquette County,44629
MI,Marquette County,45170
MI,Mason County,40752
MI,Mason County,40438
MI,Mecosta County,39253
MI,Mecosta County,39764
MI,Menominee County,38157
MI,Menominee County,40866
MI,Midland County,53208
MI,Midland County,53007
MI,Missaukee County,40917
MI,Missaukee County,40226
MI,Monroe County,51898
MI,Monroe County,55745
MI,Montcalm County,41205
MI,Montcalm County,40790
MI,Montmorency County,34336
MI,Montmorency County,33742
MI,Muskegon County,40580
MI,Muskegon County,41556
MI,Newaygo County,43060
MI,Newaygo County,43238
MI,Oakland County,63511
MI,Oakland County,67281
MI,Oceana County,38233
MI,Oceana County,43134
MI,Ogemaw County,33769
MI,Ogemaw County,34778
MI,Ontonagon County,34501
MI,Ontonagon County,33116
MI,Osceola County,36023
MI,Osceola County,38407
MI,Oscoda County,33046
MI,Oscoda County,31094
MI,Otsego County,48242
MI,Otsego County,47016
MI,Ottawa County,55158
MI,Ottawa County,57994
MI,Presque Isle County,38019
MI,Presque Isle County,38648
MI,Roscommon County,34536
MI,Roscommon County,31690
MI,Saginaw County,40421
MI,Saginaw County,41510
MI,Sanilac County,39315
MI,Sanilac County,41502
MI,Schoolcraft County,37795
MI,Schoolcraft County,38514
MI,Shiawassee County,42893
MI,Shiawassee County,43839
MI,St. Clair County,44994
MI,St. Clair County,49949
MI,St. Joseph County,40693
MI,St. Joseph County,43891
MI,Tuscola County,42165
MI,Tuscola County,41441
MI,Van Buren County,44119
MI,Van Buren County,44782
MI,Washtenaw County,56618
MI,Washtenaw County,59965
MI,Wayne County,39461
MI,Wayne County,40485
MI,Wexford County,36514
MI,Wexford County,39566
MN,Aitkin County,38871
MN,Aitkin County,41784
MN,Anoka County,67811
MN,Anoka County,70619
MN,Becker County,47356
MN,Becker County,49183
MN,Beltrami County,42655
MN,Beltrami County,42364
MN,Benton County,52308
MN,Benton County,51564
MN,Big Stone County,44210
MN,Big Stone County,44637
MN,Blue Earth County,48788
MN,Blue Earth County,51283
MN,Brown County,48348
MN,Brown County,52061
MN,Carlton County,50049
MN,Carlton County,52670
MN,Carver County,85064
MN,Carver County,86759
MN,Cass County,43491
MN,Cass County,48367
MN,Chippewa County,49545
MN,Chippewa County,55232
MN,Chisago County,65617
MN,Chisago County,71397
MN,Clay County,51954
MN,Clay County,52567
MN,Clearwater County,40704
MN,Clearwater County,44123
MN,Cook County,46621
MN,Cook County,48124
MN,Cottonwood County,44449
MN,Cottonwood County,45453
MN,Crow Wing County,47061
MN,Crow Wing County,48661
MN,Dakota County,71574
MN,Dakota County,73833
MN,Dodge County,65548
MN,Dodge County,73799
MN,Douglas County,53096
MN,Douglas County,52122
MN,Faribault County,42833
MN,Faribault County,47191
MN,Fillmore County,49370
MN,Fillmore County,51323
MN,Freeborn County,44988
MN,Freeborn County,47698
MN,Goodhue County,56875
MN,Goodhue County,61428
MN,Grant County,47616
MN,Grant County,49618
MN,Hennepin County,62500
MN,Hennepin County,64331
MN,Houston County,50523
MN,Houston County,51160
MN,Hubbard County,44140
MN,Hubbard County,46530
MN,Isanti County,58318
MN,Isanti County,58436
MN,Itasca County,43504
MN,Itasca County,46834
MN,Jackson County,52892
MN,Jackson County,56397
MN,Kanabec County,44229
MN,Kanabec County,46940
MN,Kandiyohi County,48993
MN,Kandiyohi County,53290
MN,Kittson County,44299
MN,Kittson County,48458
MN,Koochiching County,43762
MN,Koochiching County,44817
MN,Lac qui Parle County,50963
MN,Lac qui Parle County,46805
MN,Lake County,49369
MN,Lake County,50875
MN,Lake of the Woods County,41084
MN,Lake of the Woods County,42644
MN,Le Sueur County,58326
MN,Le Sueur County,60190
MN,Lincoln County,43959
MN,Lincoln County,48205
MN,Lyon County,48753
MN,Lyon County,51011
MN,Mahnomen County,37754
MN,Mahnomen County,39706
MN,Marshall County,52791
MN,Marshall County,53692
MN,Martin County,47212
MN,Martin County,51118
MN,McLeod County,54231
MN,McLeod County,54971
MN,Meeker County,50174
MN,Meeker County,55327
MN,Mille Lacs County,45101
MN,Mille Lacs County,48978
MN,Morrison County,48387
MN,Morrison County,48716
MN,Mower County,46315
MN,Mower County,50479
MN,Murray County,50353
MN,Murray County,53300
MN,Nicollet County,58882
MN,Nicollet County,58620
MN,Nobles County,47713
MN,Nobles County,50936
MN,Norman County,45043
MN,Norman County,45276
MN,Olmsted County,64385
MN,Olmsted County,65829
MN,Otter Tail County,50645
MN,Otter Tail County,48157
MN,Pennington County,46483
MN,Pennington County,47300
MN,Pine County,45943
MN,Pine County,43026
MN,Pipestone County,47143
