State,County,Median household income
TX,Deaf Smith County,39481
TX,Deaf Smith County,37991
TX,Delta County,37515
TX,Delta County,37985
TX,Denton County,71338
TX,Denton County,75099
TX,Dickens County,35491
TX,Dimmit County,33342
TX,Dimmit County,35801
TX,Donley County,35081
TX,Donley County,34861
TX,Duval County,33223
TX,Duval County,35118
TX,Eastland County,37916
TX,Eastland County,39959
TX,Ector County,49784
TX,Ector County,53752
TX,Edwards County,34388
TX,Edwards County,35339
TX,El Paso County,40092
TX,El Paso County,39748
TX,Ellis County,58016
TX,Ellis County,59257
TX,Erath County,38636
TX,Erath County,40346
TX,Falls County,34388
TX,Falls County,34376
TX,Fannin County,43183
TX,Fannin County,42392
TX,Fayette County,46907
TX,Fayette County,50938
TX,Fisher County,38963
TX,Fisher County,40691
TX,Floyd County,34503
TX,Floyd County,36534
TX,Foard County,33484
TX,Fort Bend County,86037
TX,Fort Bend County,87901
TX,Franklin County,40892
TX,Franklin County,41497
TX,Freestone County,45402
TX,Freestone County,44408
TX,Frio County,32276
TX,Frio County,35405
TX,Gaines County,46659
TX,Gaines County,49661
TX,Galveston County,59588
TX,Galveston County,60210
TX,Garza County,39988
TX,Garza County,47134
TX,Gillespie County,51132
TX,Gillespie County,50443
TX,Goliad County,46400
TX,Goliad County,48458
TX,Gonzales County,36006
TX,Gonzales County,37051
TX,Gray County,43131
TX,Gray County,48623
TX,Grayson County,46127
TX,Grayson County,44596
TX,Gregg County,43321
TX,Gregg County,46501
TX,Grimes County,42674
TX,Grimes County,44486
TX,Guadalupe County,62141
TX,Guadalupe County,59288
TX,Hale County,40118
TX,Hale County,39209
TX,Hall County,28656
TX,Hall County,30380
TX,Hamilton County,37386
TX,Hamilton County,39448
TX,Hansford County,51038
TX,Hansford County,52207
TX,Hardeman County,34601
TX,Hardeman County,36726
TX,Hardin County,52318
TX,Hardin County,52037
TX,Harris County,51298
TX,Harris County,52533
TX,Harrison County,44958
TX,Harrison County,43777
TX,Hartley County,61498
TX,Hartley County,64558
TX,Haskell County,31505
TX,Haskell County,34473
TX,Hays County,55819
TX,Hays County,59260
TX,Hemphill County,60499
TX,Hemphill County,69124
TX,Henderson County,38017
TX,Henderson County,39069
TX,Hidalgo County,33393
TX,Hidalgo County,34607
TX,Hill County,37610
TX,Hill County,40253
TX,Hockley County,46010
TX,Hockley County,50047
TX,Hood County,56591
TX,Hood County,59053
TX,Hopkins County,40228
TX,Hopkins County,41863
TX,Houston County,33650
TX,Houston County,34777
TX,Howard County,42256
TX,Howard County,46636
TX,Hudspeth County,30043
TX,Hudspeth County,31354
TX,Hunt County,42821
TX,Hunt County,44361
TX,Hutchinson County,50752
TX,Hutchinson County,50060
TX,Jack County,44064
TX,Jack County,50168
TX,Jackson County,45363
TX,Jackson County,48338
TX,Jasper County,39219
TX,Jasper County,39414
TX,Jeff Davis County,43065
TX,Jeff Davis County,44234
TX,Jefferson County,41207
TX,Jefferson County,42099
TX,Jim Hogg County,34546
TX,Jim Hogg County,35854
TX,Jim Wells County,43696
TX,Jim Wells County,41249
TX,Johnson County,56659
TX,Johnson County,55960
TX,Jones County,38066
TX,Jones County,40621
TX,Karnes County,37292
TX,Karnes County,43413
TX,Kaufman County,55044
TX,Kaufman County,61004
TX,Kendall County,68975
TX,Kendall County,75860
TX,Kerr County,40919
TX,Kerr County,42456
TX,Kimble County,38378
TX,Kimble County,38019
TX,Kinney County,38870
TX,Kinney County,41271
TX,Kleberg County,39237
TX,Kleberg County,39261
TX,Knox County,33182
TX,Knox County,34419
TX,La Salle County,32001
TX,La Salle County,35491
TX,Lamar County,37943
TX,Lamar County,37593
TX,Lamb County,34505
TX,Lamb County,36717
TX,Lampasas County,48442
TX,Lampasas County,48746
TX,Lavaca County,41606
TX,Lavaca County,43827
TX,Lee County,49906
TX,Lee County,52088
TX,Leon County,42201
TX,Leon County,43617
TX,Liberty County,48441
TX,Liberty County,46176
TX,Limestone County,36496
TX,Limestone County,36537
TX,Lipscomb County,51003
TX,Lipscomb County,56484
TX,Live Oak County,44573
TX,Live Oak County,49726
TX,Llano County,44316
TX,Llano County,45669
TX,Lubbock County,41555
TX,Lubbock County,46223
TX,Lynn County,34852
TX,Lynn County,37678
TX,Madison County,36579
TX,Madison County,37460
TX,Marion County,33330
TX,Marion County,36090
TX,Martin County,47358
TX,Martin County,50004
TX,Mason County,42128
TX,Mason County,42087
TX,Matagorda County,40860
TX,Matagorda County,42036
TX,Maverick County,31313
TX,Maverick County,32073
TX,McCulloch County,36483
TX,McCulloch County,38408
TX,McLennan County,40855
TX,McLennan County,41066
TX,Medina County,51345
TX,Medina County,53714
TX,Menard County,31608
TX,Menard County,31390
TX,Midland County,61268
TX,Midland County,71151
TX,Milam County,38715
TX,Milam County,40120
TX,Mills County,39396
TX,Mills County,40318
TX,Mitchell County,37395
TX,Mitchell County,47677
TX,Montague County,45996
TX,Montague County,41516
TX,Montgomery County,65874
TX,Montgomery County,69317
TX,Moore County,47445
TX,Moore County,46991
TX,Morris County,35294
TX,Morris County,36366
TX,Nacogdoches County,35183
TX,Nacogdoches County,36775
TX,Navarro County,40624
TX,Navarro County,38423
TX,Newton County,35830
TX,Newton County,38544
TX,Nolan County,34941
TX,Nolan County,35846
TX,Nueces County,48066
TX,Nueces County,48324
TX,Ochiltree County,55700
TX,Ochiltree County,60650
TX,Oldham County,52431
TX,Orange County,49238
TX,Orange County,51340
TX,Palo Pinto County,40817
TX,Palo Pinto County,39660
TX,Panola County,50916
TX,Panola County,49792
TX,Parker County,63720
TX,Parker County,61199
TX,Parmer County,44256
TX,Parmer County,41784
TX,Pecos County,42378
TX,Pecos County,43766
TX,Polk County,40254
TX,Polk County,39833
TX,Potter County,35754
TX,Potter County,37366
TX,Presidio County,32861
TX,Presidio County,32766
TX,Rains County,41349
TX,Rains County,42183
TX,Randall County,56716
TX,Randall County,60439
TX,Reagan County,56680
TX,Reagan County,61724
TX,Real County,33598
TX,Real County,34556
TX,Red River County,33153
TX,Red River County,31409
TX,Reeves County,34431
TX,Reeves County,37053
TX,Refugio County,40970
TX,Refugio County,45214
TX,Robertson County,39771
TX,Robertson County,40631
TX,Rockwall County,85164
TX,Rockwall County,92466
TX,Runnels County,35593
TX,Runnels County,36769
TX,Rusk County,44478
TX,Rusk County,44349
TX,Sabine County,35805
TX,Sabine County,37576
TX,San Augustine County,31714
TX,San Augustine County,32140
TX,San Jacinto County,42160
TX,San Jacinto County,42320
TX,San Patricio County,48287
TX,San Patricio County,46781
TX,San Saba County,37107
TX,San Saba County,36030
TX,Schleicher County,47322
TX,Schleicher County,50402
TX,Scurry County,49340
TX,Scurry County,53219
TX,Shackelford County,48779
TX,Shackelford County,51116
TX,Shelby County,37122
TX,Shelby County,36565
TX,Sherman County,48054
TX,Smith County,46305
TX,Smith County,47711
TX,Somervell County,52988
TX,Somervell County,56282
TX,Starr County,23358
TX,Starr County,25408
TX,Stephens County,40805
TX,Stephens County,43779
TX,Sutton County,60695
TX,Sutton County,59098
TX,Swisher County,37076
TX,Swisher County,35601
TX,Tarrant County,56030
TX,Tarrant County,56906
TX,Taylor County,43181
TX,Taylor County,44081
TX,Terry County,34928
TX,Terry County,37489
TX,Titus County,39312
TX,Titus County,40501
TX,Tom Green County,43393
TX,Tom Green County,45405
TX,Travis County,57293
TX,Travis County,60372
TX,Trinity County,33771
TX,Trinity County,33447
TX,Tyler County,39255
TX,Tyler County,40986
TX,Upshur County,43356
TX,Upshur County,46489
TX,Upton County,49846
TX,Upton County,54549
TX,Uvalde County,32920
TX,Uvalde County,35813
TX,Val Verde County,39864
TX,Val Verde County,38645
TX,Van Zandt County,42563
TX,Van Zandt County,43220
TX,Victoria County,49012
TX,Victoria County,51544
TX,Walker County,38024
TX,Walker County,40092
TX,Waller County,47015
TX,Waller County,49326
TX,Ward County,46047
TX,Ward County,51026
TX,Washington County,45657
TX,Washington County,49472
TX,Webb County,35974
TX,Webb County,38652
TX,Wharton County,40716
TX,Wharton County,42862
TX,Wheeler County,47012
TX,Wheeler County,51922
TX,Wichita County,43791
TX,Wichita County,43473
TX,Wilbarger County,37304
TX,Wilbarger County,37840
TX,Willacy County,29225
TX,Willacy County,28945
TX,Williamson County,71272
TX,Williamson County,71252
TX,Wilson County,61103
TX,Wilson County,60844
TX,Winkler County,48727
TX,Winkler County,54294
TX,Wise County,53927
TX,Wise County,58392
TX,Wood County,45466
TX,Wood County,45763
TX,Yoakum County,55063
TX,Yoakum County,57995
TX,Young County,43248
TX,Young County,44372
TX,Zapata County,33462
TX,Zapata County,34506
TX,Zavala County,25157
TX,Zavala County,25291
UT,Beaver County,46309
UT,Beaver County,46138
UT,Box Elder County,53830
UT,Box Elder County,60372
UT,Cache County,47609
UT,Cache County,49556
UT,Carbon County,47214
UT,Carbon County,44594
UT,Davis County,69019
UT,Davis County,70456
UT,Duchesne County,57945
UT,Duchesne County,61386
UT,Emery County,51819
UT,Emery County,52070
UT,Garfield County,41786
UT,Garfield County,43798
UT,Grand County,42702
UT,Grand County,42368
UT,Iron County,41804
UT,Iron County,43439
UT,Juab County,51823
UT,Juab County,51942
UT,Kane County,43128
UT,Kane County,46350
UT,Millard County,48472
UT,Millard County,51424
UT,Morgan County,75348
UT,Morgan County,83496
UT,Piute County,36403
UT,Piute County,37897
UT,Salt Lake County,58743
UT,Salt Lake County,61716
UT,San Juan County,38329
UT,San Juan County,40327
UT,Sanpete County,43921
UT,Sanpete County,45338
UT,Sevier County,45243
UT,Sevier County,49877
UT,Summit County,84672
UT,Summit County,81907
UT,Tooele County,61927
UT,Tooele County,59400
UT,Uintah County,60419
UT,Uintah County,62028
UT,Utah County,58167
UT,Utah County,60069
UT,Wasatch County,62014
UT,Wasatch County,64423
UT,Washington County,45305
UT,Washington County,50378
UT,Wayne County,40185
UT,Wayne County,38945
UT,Weber County,54169
UT,Weber County,54055
VA,Accomack County,36957
VA,Accomack County,38064
VA,Albemarle County,70813
VA,Albemarle County,70032
VA,Alexandria city,80942
VA,Alexandria city,85562
VA,Alleghany County,44530
VA,Alleghany County,44983
VA,Amelia County,49714
VA,Amelia County,52055
VA,Amherst County,43791
VA,Amherst County,47268
VA,Appomattox County,43814
VA,Appomattox County,44062
VA,Arlington County,99255
VA,Arlington County,101533
VA,Augusta County,49773
VA,Augusta County,54834
VA,Bath County,44524
VA,Bath County,42951
VA,Bedford County,56910
VA,Bedford County,56888
VA,Bedford city,36579
VA,Bedford city,38162
VA,Bland County,42843
VA,Bland County,41939
VA,Botetourt County,60943
VA,Botetourt County,61005
VA,Bristol city,31973
VA,Bristol city,35167
VA,Brunswick County,34621
VA,Brunswick County,37800
VA,Buchanan County,32848
VA,Buchanan County,31621
VA,Buckingham County,34415
VA,Buckingham County,39538
VA,Buena Vista city,36289
VA,Buena Vista city,36915
VA,Campbell County,41193
VA,Campbell County,47982
VA,Caroline County,54336
VA,Caroline County,55760
VA,Carroll County,32777
VA,Carroll County,36218
VA,Charles City County,47828
VA,Charles City County,48394
VA,Charlotte County,32873
VA,Charlotte County,35715
VA,Charlottesville city,41031
VA,Charlottesville city,45320
VA,Chesapeake city,64950
VA,Chesapeake city,66516
VA,Chesterfield County,70371
VA,Chesterfield County,67454
VA,Clarke County,67922
VA,Clarke County,74384
VA,Colonial Heights city,51664
VA,Colonial Heights city,49715
VA,Covington city,36566
VA,Covington city,33904
VA,Craig County,38268
VA,Craig County,45527
VA,Culpeper County,59609
VA,Culpeper County,63876
VA,Cumberland County,36988
VA,Cumberland County,41799
VA,Danville city,30588
VA,Danville city,30940
VA,Dickenson County,35147
VA,Dickenson County,33386
VA,Dinwiddie County,51131
VA,Dinwiddie County,51864
VA,Emporia city,32225
VA,Emporia city,32676
VA,Essex County,42012
VA,Essex County,44427
VA,Fairfax County,106690
VA,Fairfax County,110658
VA,Fairfax city,86963
VA,Fairfax city,89507
VA,Falls Church city,121250
VA,Falls Church city,117452
VA,Fauquier County,82957
VA,Fauquier County,82705
VA,Floyd County,42211
VA,Floyd County,41652
VA,Fluvanna County,63307
VA,Fluvanna County,63117
VA,Franklin County,43427
VA,Franklin County,48070
VA,Franklin city,36078
VA,Franklin city,36326
VA,Frederick County,64027
VA,Frederick County,68166
VA,Fredericksburg city,47297
VA,Fredericksburg city,48152
VA,Galax city,33191
VA,Galax city,33737
VA,Giles County,44365
VA,Giles County,43504
VA,Gloucester County,57173
VA,Gloucester County,58824
VA,Goochland County,81707
VA,Goochland County,76843
VA,Grayson County,32611
VA,Grayson County,33302
VA,Greene County,59718
VA,Greene County,59730
VA,Greensville County,36996
VA,Greensville County,38036
VA,Halifax County,36203
VA,Halifax County,35553
VA,Hampton city,47206
VA,Hampton city,45293
VA,Hanover County,74660
VA,Hanover County,77316
VA,Harrisonburg city,35489
VA,Harrisonburg city,37588
VA,Henrico County,58723
VA,Henrico County,60050
VA,Henry County,34232
VA,Henry County,36066
VA,Hopewell city,39315
VA,Hopewell city,39440
VA,Isle of Wight County,64606
VA,Isle of Wight County,62495
VA,James City County,78396
VA,James City County,75806
VA,King George County,75861
VA,King George County,78180
VA,King William County,62005
VA,King William County,61183
VA,King and Queen County,45090
VA,King and Queen County,44697
VA,Lancaster County,47769
VA,Lancaster County,46578
VA,Lee County,30606
VA,Lee County,32092
VA,Lexington city,40250
VA,Lexington city,41521
VA,Loudoun County,118934
VA,Loudoun County,117680
VA,Louisa County,54836
VA,Louisa County,53170
VA,Lunenburg County,33618
VA,Lunenburg County,37712
VA,Lynchburg city,37402
VA,Lynchburg city,39918
VA,Madison County,51094
VA,Madison County,51805
VA,Manassas Park city,68970
VA,Manassas Park city,71742
VA,Manassas city,65307
VA,Manassas city,70133
VA,Martinsville city,29550
VA,Martinsville city,31046
VA,Mathews County,57051
VA,Mathews County,55128
VA,Mecklenburg County,37435
VA,Mecklenburg County,38439
VA,Middlesex County,48066
VA,Middlesex County,47399
VA,Montgomery County,42307
VA,Montgomery County,46024
VA,Nelson County,47234
VA,Nelson County,45990
VA,New Kent County,68862
VA,New Kent County,72150
VA,Newport News city,46794
VA,Newport News city,47421
VA,Norfolk city,41880
VA,Norfolk city,42949
VA,Northampton County,32138
VA,Northampton County,36211
VA,Northumberland County,47143
VA,Northumberland County,49054
VA,Norton city,33234
VA,Norton city,32303
VA,Nottoway County,36818
VA,Nottoway County,34805
VA,Orange County,58673
VA,Orange County,60829
VA,Page County,41300
VA,Page County,41070
VA,Patrick County,33818
VA,Patrick County,34654
VA,Petersburg city,33280
VA,Petersburg city,32623
VA,Pittsylvania County,42236
VA,Pittsylvania County,40608
VA,Poquoson city,84177
VA,Poquoson city,82815
VA,Portsmouth city,41699
VA,Portsmouth city,43041
VA,Powhatan County,73639
VA,Powhatan County,74820
VA,Prince Edward County,37636
VA,Prince Edward County,39077
VA,Prince George County,62475
VA,Prince George County,65625
VA,Prince William County,93011
VA,Prince William County,93671
VA,Pulaski County,42502
VA,Pulaski County,43555
VA,Radford city,37440
VA,Radford city,34635
VA,Rappahannock County,58276
VA,Rappahannock County,60945
VA,Richmond County,41190
VA,Richmond County,42738
VA,Richmond city,37933
VA,Richmond city,39249
VA,Roanoke County,58550
VA,Roanoke County,57663
VA,Roanoke city,37800
VA,Roanoke city,37223
VA,Rockbridge County,46909
VA,Rockbridge County,46882
VA,Rockingham County,51137
VA,Rockingham County,55636
VA,Russell County,35912
VA,Russell County,36107
VA,Salem city,47760
VA,Salem city,47837
VA,Scott County,36566
VA,Scott County,38336
VA,Shenandoah County,48677
VA,Shenandoah County,47874
VA,Smyth County,36235
VA,Smyth County,37475
VA,Southampton County,43846
VA,Southampton County,46547
VA,Spotsylvania County,77298
VA,Spotsylvania County,73112
VA,Stafford County,95927
VA,Stafford County,93014
VA,Staunton city,40379
VA,Staunton city,39712
VA,Suffolk city,61778
VA,Suffolk city,59468
VA,Surry County,50425
VA,Surry County,50554
VA,Sussex County,36901
VA,Sussex County,38948
VA,Tazewell County,34760
VA,Tazewell County,38336
VA,Virginia Beach city,61523
VA,Virginia Beach city,62509
VA,Warren County,58632
VA,Warren County,56291
VA,Washington County,43155
VA,Washington County,42242
VA,Waynesboro city,43883
VA,Waynesboro city,42434
VA,Westmoreland County,45051
VA,Westmoreland County,45927
VA,Williamsburg city,44256
VA,Williamsburg city,47880
VA,Winchester city,42305
VA,Winchester city,43943
VA,Wise County,35800
VA,Wise County,37490
VA,Wythe County,38533
VA,Wythe County,41168
VA,York County,75316
VA,York County,78327
VT,Addison County,55120
VT,Addison County,54683
VT,Bennington County,48306
VT,Bennington County,48290
VT,Caledonia County,42558
VT,Caledonia County,43011
VT,Chittenden County,62374
VT,Chittenden County,62618
VT,Essex County,35207
VT,Essex County,36140
VT,Franklin County,53436
VT,Franklin County,55912
VT,Grand Isle County,54915
VT,Grand Isle County,57559
VT,Lamoille County,49256
VT,Lamoille County,46742
VT,Orange County,49747
VT,Orange County,51348
VT,Orleans County,40764
VT,Orleans County,40522
VT,Rutland County,45168
VT,Rutland County,45757
VT,Washington County,56710
VT,Washington County,52619
VT,Windham County,49098
VT,Windham County,46642
VT,Windsor County,50094
VT,Windsor County,51218
WA,Adams County,43939
WA,Adams County,45171
WA,Asotin County,42364
WA,Asotin County,42842
WA,Benton County,58361
WA,Benton County,59264
WA,Chelan County,45730
WA,Chelan County,50033
WA,Clallam County,43482
WA,Clallam County,46531
WA,Clark County,56087
WA,Clark County,57886
WA,Columbia County,41834
WA,Columbia County,42332
WA,Cowlitz County,47714
WA,Cowlitz County,48447
WA,Douglas County,48308
WA,Douglas County,49293
WA,Ferry County,36321
WA,Ferry County,38302
WA,Franklin County,52829
WA,Franklin County,52720
WA,Garfield County,46927
WA,Garfield County,46157
WA,Grant County,45050
WA,Grant County,46065
WA,Grays Harbor County,41823
WA,Grays Harbor County,41791
WA,Island County,56459
WA,Island County,53306
WA,Jefferson County,47398
WA,Jefferson County,47709
WA,King County,68944
WA,King County,71779
WA,Kitsap County,59354
WA,Kitsap County,62516
WA,Kittitas County,43649
WA,Kittitas County,47287
WA,Klickitat County,46001
WA,Klickitat County,47960
WA,Lewis County,42993
WA,Lewis County,41325
WA,Lincoln County,46603
WA,Lincoln County,47895
WA,Mason County,48539
WA,Mason County,46886
WA,Okanogan County,38537
WA,Okanogan County,39014
WA,Pacific County,37774
WA,Pacific County,35703
WA,Pend Oreille County,40304
WA,Pend Oreille County,44882
WA,Pierce County,57542
WA,Pierce County,57619
WA,San Juan County,51224
WA,San Juan County,56667
WA,Skagit County,52886
WA,Skagit County,52525
WA,Skamania County,53669
WA,Skamania County,52967
WA,Snohomish County,67068
WA,Snohomish County,67443
WA,Spokane County,47531
WA,Spokane County,47577
WA,Stevens County,39948
WA,Stevens County,43675
WA,Thurston County,58556
WA,Thurston County,59877
WA,Wahkiakum County,49346
WA,Wahkiakum County,46659
WA,Walla Walla County,45225
WA,Walla Walla County,46294
WA,Whatcom County,51509
WA,Whatcom County,51119
WA,Whitman County,32276
WA,Whitman County,42702
WA,Yakima County,43428
WA,Yakima County,41918
WI,Adams County,42241
WI,Adams County,43814
WI,Ashland County,39134
WI,Ashland County,37909
WI,Barron County,42676
WI,Barron County,44086
WI,Bayfield County,44487
WI,Bayfield County,45466
WI,Brown County,51100
WI,Brown County,51956
WI,Buffalo County,48009
WI,Buffalo County,48418
WI,Burnett County,37336
WI,Burnett County,41388
WI,Calumet County,69658
WI,Calumet County,66657
WI,Chippewa County,49867
WI,Chippewa County,49491
WI,Clark County,43133
WI,Clark County,42477
WI,Columbia County,55986
WI,Columbia County,57613
WI,Crawford County,41968
WI,Crawford County,41598
WI,Dane County,60119
WI,Dane County,60326
WI,Dodge County,51602
WI,Dodge County,51623
WI,Door County,48055
WI,Door County,51761
WI,Douglas County,43573
WI,Douglas County,43417
WI,Dunn County,47214
WI,Dunn County,50425
WI,Eau Claire County,47895
WI,Eau Claire County,49345
WI,Florence County,44666
WI,Florence County,44139
WI,Fond du Lac County,53548
WI,Fond du Lac County,54649
WI,Forest County,39167
WI,Forest County,40153
WI,Grant County,46503
WI,Grant County,45854
WI,Green County,55154
WI,Green County,55732
WI,Green Lake County,46751
WI,Green Lake County,44184
WI,Iowa County,52754
WI,Iowa County,53186
WI,Iron County,39130
WI,Iron County,37412
WI,Jackson County,43776
WI,Jackson County,46442
WI,Jefferson County,54141
WI,Jefferson County,52399
WI,Juneau County,44670
WI,Juneau County,45167
WI,Kenosha County,54196
WI,Kenosha County,51929
WI,Kewaunee County,55361
WI,Kewaunee County,52954
WI,La Crosse County,48129
WI,La Crosse County,51324
WI,Lafayette County,46348
WI,Lafayette County,46422
WI,Langlade County,44103
WI,Langlade County,42025
WI,Lincoln County,48766
WI,Lincoln County,47721
WI,Manitowoc County,49160
WI,Manitowoc County,47835
WI,Marathon County,52725
WI,Marathon County,51830
WI,Marinette County,43064
WI,Marinette County,41446
WI,Marquette County,43423
WI,Marquette County,47760
WI,Menominee County,33925
WI,Menominee County,32769
WI,Milwaukee County,42434
WI,Milwaukee County,42058
WI,Monroe County,45790
WI,Monroe County,51411
WI,Oconto County,52156
WI,Oconto County,52800
WI,Oneida County,44621
WI,Oneida County,46773
WI,Outagamie County,58058
WI,Outagamie County,57124
WI,Ozaukee County,76289
WI,Ozaukee County,74392
WI,Pepin County,48108
WI,Pepin County,50728
WI,Pierce County,60321
WI,Pierce County,60824
WI,Polk County,50026
WI,Polk County,49138
WI,Portage County,46725
WI,Portage County,51587
WI,Price County,41344
WI,Price County,43004
WI,Racine County,52164
WI,Racine County,54403
WI,Richland County,43632
WI,Richland County,43635
WI,Rock County,46926
WI,Rock County,49157
WI,Rusk County,37414
WI,Rusk County,37350
WI,Sauk County,52591
WI,Sauk County,50923
WI,Sawyer County,40228
WI,Sawyer County,40608
WI,Shawano County,44213
WI,Shawano County,45953
WI,Sheboygan County,52589
WI,Sheboygan County,52106
WI,St. Croix County,69436
WI,St. Croix County,69641
WI,Taylor County,43124
WI,Taylor County,45985
WI,Trempealeau County,48566
WI,Trempealeau County,50953
WI,Vernon County,43823
WI,Vernon County,47063
WI,Vilas County,39025
WI,Vilas County,40454
WI,Walworth County,51298
WI,Walworth County,52610
WI,Washburn County,41666
WI,Washburn County,43588
WI,Washington County,66616
WI,Washington County,67276
WI,Waukesha County,72656
WI,Waukesha County,75652
WI,Waupaca County,51503
WI,Waupaca County,48056
WI,Waushara County,42791
WI,Waushara County,43175
WI,Winnebago County,51740
WI,Winnebago County,50469
WI,Wood County,46027
WI,Wood County,48723
WV,Barbour County,32940
WV,Barbour County,35558
WV,Berkeley County,52672
WV,Berkeley County,54010
WV,Boone County,39194
WV,Boone County,38098
WV,Braxton County,33280
WV,Braxton County,35296
WV,Brooke County,40044
WV,Brooke County,43719
WV,Cabell County,36048
WV,Cabell County,37628
WV,Calhoun County,32922
WV,Calhoun County,31946
WV,Clay County,32885
WV,Clay County,32640
WV,Doddridge County,34753
WV,Doddridge County,39399
WV,Fayette County,33445
WV,Fayette County,33720
WV,Gilmer County,32912
WV,Gilmer County,35344
WV,Grant County,38029
WV,Grant County,38268
WV,Greenbrier County,36248
WV,Greenbrier County,37218
WV,Hampshire County,34896
WV,Hampshire County,37444
WV,Hancock County,37025
WV,Hancock County,40249
WV,Hardy County,38171
WV,Hardy County,36053
WV,Harrison County,41221
WV,Harrison County,42197
WV,Jackson County,39352
WV,Jackson County,38640
WV,Jefferson County,62924
WV,Jefferson County,64916
WV,Kanawha County,45813
WV,Kanawha County,45858
WV,Lewis County,37345
WV,Lewis County,38462
WV,Lincoln County,34023
WV,Lincoln County,35524
WV,Logan County,33542
WV,Logan County,35773
WV,Marion County,40638
WV,Marion County,41705
WV,Marshall County,42395
WV,Marshall County,41583
WV,Mason County,36730
WV,Mason County,36454
WV,McDowell County,25246
WV,McDowell County,25205
WV,Mercer County,34688
WV,Mercer County,34320
WV,Mineral County,38673
WV,Mineral County,38320
WV,Mingo County,32736
WV,Mingo County,32431
WV,Monongalia County,41503
WV,Monongalia County,47281
WV,Monroe County,36798
WV,Monroe County,36787
WV,Morgan County,41087
WV,Morgan County,42719
WV,Nicholas County,38681
WV,Nicholas County,38451
WV,Ohio County,37973
WV,Ohio County,41009
WV,Pendleton County,36824
WV,Pendleton County,36868
WV,Pleasants County,42935
WV,Pleasants County,43172
WV,Pocahontas County,30826
WV,Pocahontas County,32199
WV,Preston County,40431
WV,Preston County,42187
WV,Putnam County,55172
WV,Putnam County,56102
WV,Raleigh County,40199
WV,Raleigh County,39998
WV,Randolph County,36951
WV,Randolph County,35458
WV,Ritchie County,36554
WV,Ritchie County,38147
WV,Roane County,30819
WV,Roane County,35982
WV,Summers County,29352
WV,Summers County,31051
WV,Taylor County,39665
WV,Taylor County,38720
WV,Tucker County,35423
WV,Tucker County,37591
WV,Tyler County,37826
WV,Tyler County,39401
WV,Upshur County,44593
WV,Upshur County,37676
WV,Wayne County,37705
WV,Wayne County,38676
WV,Webster County,27382
WV,Webster County,31805
WV,Wetzel County,37759
WV,Wetzel County,39444
WV,Wirt County,36999
WV,Wirt County,37132
WV,Wood County,42065
WV,Wood County,41205
WV,Wyoming County,32880
WV,Wyoming County,34525
WY,Albany County,39248
WY,Albany County,42443
WY,Big Horn County,46118
WY,Big Horn County,49052
WY,Campbell County,80327
WY,Campbell County,81652
WY,Carbon County,53780
WY,Carbon County,54210
WY,Converse County,63808
WY,Converse County,62438
WY,Crook County,53781
WY,Crook County,59490
WY,Fremont County,47906
WY,Fremont County,51920
WY,Goshen County,42045
WY,Goshen County,43311
WY,Hot Springs County,42596
WY,Hot Springs County,42694
WY,Johnson County,51903
WY,Johnson County,51521
WY,Laramie County,53999
WY,Laramie County,59712
WY,Lincoln County,60817
WY,Lincoln County,67256
WY,Natrona County,54402
WY,Natrona County,57701
WY,Niobrara County,43712
WY,Niobrara County,43994
WY,Park County,51003
WY,Park County,50967
WY,Platte County,45435
WY,Platte County,48621
WY,Sheridan County,50310
WY,Sheridan County,51628
WY,Sublette County,68509
WY,Sublette County,74951
WY,Sweetwater County,64747
WY,Sweetwater County,72899
WY,Teton County,66592
WY,Teton County,70201
WY,Uinta County,61057
WY,Uinta County,60953
WY,Washakie County,49533
WY,Washakie County,50740
WY,Weston County,53665
WY,Weston County,59314
